:START_ID,:END_ID,:TYPE
"502/7","0707517","PARENT_OF"
"12/49","0707517","PARENT_OF"
"PC110","0707561B","PARENT_OF"
"12/49","0707561B","PARENT_OF"
"PC110","0707561C","PARENT_OF"
"12/49","0707561C","PARENT_OF"
"PC110","0707561D","PARENT_OF"
"12/49","0707561D","PARENT_OF"
"PC110","0707565A","PARENT_OF"
"12/49","0707565A","PARENT_OF"
"PC110","0707569B","PARENT_OF"
"12/49","0707569B","PARENT_OF"
"502/7","0707622A","PARENT_OF"
"12/49","0707622A","PARENT_OF"
"502/7","0707622B","PARENT_OF"
"12/49","0707622B","PARENT_OF"
"502/7","0707626A","PARENT_OF"
"12/49","0707626A","PARENT_OF"
"502/7","0707626B","PARENT_OF"
"12/49","0707626B","PARENT_OF"
"502/7","0707632","PARENT_OF"
"12/49","0707632","PARENT_OF"
"502/7","0707639A","PARENT_OF"
"12/49","0707639A","PARENT_OF"
"502/7","0707657","PARENT_OF"
"12/49","0707657","PARENT_OF"
"502/7","0707662","PARENT_OF"
"12/49","0707662","PARENT_OF"
"502/7","0707663B","PARENT_OF"
"12/49","0707663B","PARENT_OF"
"502/7","0707663C","PARENT_OF"
"12/49","0707663C","PARENT_OF"
"502/7","0707664","PARENT_OF"
"12/49","0707664","PARENT_OF"
"502/7","0707666","PARENT_OF"
"12/49","0707666","PARENT_OF"
"502/7","0707722","PARENT_OF"
"CH3","0707722","PARENT_OF"
"502/7","0707724","PARENT_OF"
"CH3","0707724","PARENT_OF"
"502/7","0707726","PARENT_OF"
"CH3","0707726","PARENT_OF"
"502/7","0707735","PARENT_OF"
"CH3","0707735","PARENT_OF"
"502/7","0707739","PARENT_OF"
"CH3","0707739","PARENT_OF"
"502/7","0707744A","PARENT_OF"
"CH3","0707744A","PARENT_OF"
"502/7","0707744B","PARENT_OF"
"CH3","0707744B","PARENT_OF"
"502/7","0707746","PARENT_OF"
"CH3","0707746","PARENT_OF"
"502/7","0707748A","PARENT_OF"
"CH3","0707748A","PARENT_OF"
"502/7","0707748B","PARENT_OF"
"CH3","0707748B","PARENT_OF"
"PC110","0707773","PARENT_OF"
"303/577","0707773","PARENT_OF"
"PC110","0707779A","PARENT_OF"
"303/577","0707779A","PARENT_OF"
"PC110","0707779B","PARENT_OF"
"303/577","0707779B","PARENT_OF"
"PC110","0707779C","PARENT_OF"
"303/577","0707779C","PARENT_OF"
"PC110","0707799A","PARENT_OF"
"303/577","0707799A","PARENT_OF"
"PC110","0707821","PARENT_OF"
"12/49","0707821","PARENT_OF"
"PC110","0707829","PARENT_OF"
"12/49","0707829","PARENT_OF"
"PC110","0707887A","PARENT_OF"
"12/49","0707887A","PARENT_OF"
"PC110","0707897A","PARENT_OF"
"12/49","0707897A","PARENT_OF"
"PC110","0707897B","PARENT_OF"
"12/49","0707897B","PARENT_OF"
"PC110","0707899A","PARENT_OF"
"12/49","0707899A","PARENT_OF"
"PC110","0707899B","PARENT_OF"
"12/49","0707899B","PARENT_OF"
"PC110","0707899C","PARENT_OF"
"12/49","0707899C","PARENT_OF"
"PC110","0707908B","PARENT_OF"
"SFS150","0707908B","PARENT_OF"
"PC110","0707911A","PARENT_OF"
"SFS150","0707911A","PARENT_OF"
"PC110","0707911B","PARENT_OF"
"SFS150","0707911B","PARENT_OF"
"PC110","0707911C","PARENT_OF"
"SFS150","0707911C","PARENT_OF"
"PC110","0707914A","PARENT_OF"
"SFS150","0707914A","PARENT_OF"
"PC110","0707914B","PARENT_OF"
"SFS150","0707914B","PARENT_OF"
"PC110","0707955A","PARENT_OF"
"SFS150","0707955A","PARENT_OF"
"PC110","0707955B","PARENT_OF"
"SFS150","0707955B","PARENT_OF"
"PC110","0707955D","PARENT_OF"
"SFS150","0707955D","PARENT_OF"
"PC110","0707956A","PARENT_OF"
"SFS150","0707956A","PARENT_OF"
"10/3","0707961","PARENT_OF"
"303/577","0707961","PARENT_OF"
"10/3","0707962","PARENT_OF"
"303/577","0707962","PARENT_OF"
"10/3","0707964B","PARENT_OF"
"303/577","0707964B","PARENT_OF"
"10/3","0708002A","PARENT_OF"
"303/577","0708002A","PARENT_OF"
"10/3","0708002B","PARENT_OF"
"303/577","0708002B","PARENT_OF"
"10/3","0708004A","PARENT_OF"
"303/577","0708004A","PARENT_OF"
"10/3","0708004B","PARENT_OF"
"303/577","0708004B","PARENT_OF"
"10/3","0708007A","PARENT_OF"
"303/577","0708007A","PARENT_OF"
"10/3","0708007B","PARENT_OF"
"303/577","0708007B","PARENT_OF"
"10/3","0708019A","PARENT_OF"
"303/577","0708019A","PARENT_OF"
"10/3","0708019B","PARENT_OF"
"303/577","0708019B","PARENT_OF"
"303/577","0708021A","PARENT_OF"
"12/52","0708021A","PARENT_OF"
"303/577","0708021B","PARENT_OF"
"12/52","0708021B","PARENT_OF"
"303/577","0708022","PARENT_OF"
"12/52","0708022","PARENT_OF"
"303/577","0708023A","PARENT_OF"
"12/52","0708023A","PARENT_OF"
"303/577","0708023B","PARENT_OF"
"12/52","0708023B","PARENT_OF"
"303/577","0708038A","PARENT_OF"
"12/52","0708038A","PARENT_OF"
"303/577","0708038B","PARENT_OF"
"12/52","0708038B","PARENT_OF"
"303/577","0708038C","PARENT_OF"
"12/52","0708038C","PARENT_OF"
"303/577","0708044","PARENT_OF"
"12/52","0708044","PARENT_OF"
"303/577","0708052","PARENT_OF"
"12/52","0708052","PARENT_OF"
"303/577","0708060A","PARENT_OF"
"12/52","0708060A","PARENT_OF"
"303/577","0708060B","PARENT_OF"
"12/52","0708060B","PARENT_OF"
"303/577","0708064A","PARENT_OF"
"12/52","0708064A","PARENT_OF"
"303/577","0708064B","PARENT_OF"
"12/52","0708064B","PARENT_OF"
"303/577","0708067A","PARENT_OF"
"12/52","0708067A","PARENT_OF"
"303/577","0708067B","PARENT_OF"
"12/52","0708067B","PARENT_OF"
"303/577","0708070A","PARENT_OF"
"12/52","0708070A","PARENT_OF"
"303/577","0708070B","PARENT_OF"
"12/52","0708070B","PARENT_OF"
"303/577","0708070C","PARENT_OF"
"12/52","0708070C","PARENT_OF"
"303/577","0708070D","PARENT_OF"
"12/52","0708070D","PARENT_OF"
"10/3","0708077A","PARENT_OF"
"303/577","0708077A","PARENT_OF"
"303/577","0708087A","PARENT_OF"
"12/52","0708087A","PARENT_OF"
"303/577","0708087B","PARENT_OF"
"12/52","0708087B","PARENT_OF"
"303/577","0708090","PARENT_OF"
"12/52","0708090","PARENT_OF"
"303/577","0708093","PARENT_OF"
"12/52","0708093","PARENT_OF"
"303/577","0708097","PARENT_OF"
"12/52","0708097","PARENT_OF"
"303/577","0708101","PARENT_OF"
"12/52","0708101","PARENT_OF"
"303/577","0708102A","PARENT_OF"
"12/52","0708102A","PARENT_OF"
"303/577","0708103","PARENT_OF"
"12/52","0708103","PARENT_OF"
"303/577","0708108","PARENT_OF"
"12/52","0708108","PARENT_OF"
"303/577","0708109A","PARENT_OF"
"12/52","0708109A","PARENT_OF"
"303/577","0708109B","PARENT_OF"
"12/52","0708109B","PARENT_OF"
"303/577","0708109D","PARENT_OF"
"12/52","0708109D","PARENT_OF"
"303/577","0708110","PARENT_OF"
"12/52","0708110","PARENT_OF"
"303/577","0708113A","PARENT_OF"
"12/52","0708113A","PARENT_OF"
"303/577","0708113B","PARENT_OF"
"12/52","0708113B","PARENT_OF"
"303/577","0708113C","PARENT_OF"
"12/52","0708113C","PARENT_OF"
"303/577","0708113E","PARENT_OF"
"12/52","0708113E","PARENT_OF"
"303/577","0708114","PARENT_OF"
"12/52","0708114","PARENT_OF"
"303/577","0708117A","PARENT_OF"
"12/52","0708117A","PARENT_OF"
"303/577","0708117B","PARENT_OF"
"12/52","0708117B","PARENT_OF"
"303/577","0708128B","PARENT_OF"
"12/52","0708128B","PARENT_OF"
"PC110","0708139B","PARENT_OF"
"SFS150","0708139B","PARENT_OF"
"PC110","0708139C","PARENT_OF"
"SFS150","0708139C","PARENT_OF"
"PC110","0708139D","PARENT_OF"
"SFS150","0708139D","PARENT_OF"
"PC110","0708139E","PARENT_OF"
"SFS150","0708139E","PARENT_OF"
"303/577","0708146","PARENT_OF"
"12/52","0708146","PARENT_OF"
"303/577","0708153","PARENT_OF"
"12/52","0708153","PARENT_OF"
"303/577","0708154","PARENT_OF"
"12/52","0708154","PARENT_OF"
"303/577","0708158A","PARENT_OF"
"12/52","0708158A","PARENT_OF"
"303/577","0708158B","PARENT_OF"
"12/52","0708158B","PARENT_OF"
"303/577","0708160A","PARENT_OF"
"12/52","0708160A","PARENT_OF"
"303/577","0708166A","PARENT_OF"
"12/52","0708166A","PARENT_OF"
"303/577","0708166B","PARENT_OF"
"12/52","0708166B","PARENT_OF"
"303/577","0708169A","PARENT_OF"
"12/52","0708169A","PARENT_OF"
"303/577","0708169B","PARENT_OF"
"12/52","0708169B","PARENT_OF"
"303/577","0708170A","PARENT_OF"
"12/52","0708170A","PARENT_OF"
"303/577","0708170B","PARENT_OF"
"12/52","0708170B","PARENT_OF"
"PC110","0708177A","PARENT_OF"
"303/577","0708177A","PARENT_OF"
"PC110","0708177B","PARENT_OF"
"303/577","0708177B","PARENT_OF"
"PC110","0708177C","PARENT_OF"
"303/577","0708177C","PARENT_OF"
"PC110","0708177D","PARENT_OF"
"303/577","0708177D","PARENT_OF"
"PC110","0708180B","PARENT_OF"
"303/577","0708180B","PARENT_OF"
"303/577","0708202","PARENT_OF"
"12/52","0708202","PARENT_OF"
"303/577","0708205","PARENT_OF"
"12/52","0708205","PARENT_OF"
"303/577","0708208A","PARENT_OF"
"12/52","0708208A","PARENT_OF"
"303/577","0708208B","PARENT_OF"
"12/52","0708208B","PARENT_OF"
"303/577","0708216A","PARENT_OF"
"12/52","0708216A","PARENT_OF"
"303/577","0708216B","PARENT_OF"
"12/52","0708216B","PARENT_OF"
"10/3","0708229","PARENT_OF"
"303/577","0708229","PARENT_OF"
"10/3","0708234A","PARENT_OF"
"303/577","0708234A","PARENT_OF"
"10/3","0708234B","PARENT_OF"
"303/577","0708234B","PARENT_OF"
"10/3","0708240","PARENT_OF"
"303/577","0708240","PARENT_OF"
"303/577","0708241A","PARENT_OF"
"12/52","0708241A","PARENT_OF"
"303/577","0708241B","PARENT_OF"
"12/52","0708241B","PARENT_OF"
"303/577","0708242","PARENT_OF"
"12/52","0708242","PARENT_OF"
"303/577","0708246B","PARENT_OF"
"12/52","0708246B","PARENT_OF"
"303/577","0708250","PARENT_OF"
"12/52","0708250","PARENT_OF"
"303/577","0708251A","PARENT_OF"
"12/52","0708251A","PARENT_OF"
"303/577","0708253A","PARENT_OF"
"12/52","0708253A","PARENT_OF"
"303/577","0708257","PARENT_OF"
"12/52","0708257","PARENT_OF"
"303/577","0708258","PARENT_OF"
"12/52","0708258","PARENT_OF"
"303/577","0708259A","PARENT_OF"
"12/52","0708259A","PARENT_OF"
"303/577","0708263A","PARENT_OF"
"12/52","0708263A","PARENT_OF"
"303/577","0708263B","PARENT_OF"
"12/52","0708263B","PARENT_OF"
"303/577","0708263C","PARENT_OF"
"12/52","0708263C","PARENT_OF"
"303/577","0708266B","PARENT_OF"
"12/52","0708266B","PARENT_OF"
"10/3","0708277A","PARENT_OF"
"303/577","0708277A","PARENT_OF"
"10/3","0708284","PARENT_OF"
"303/577","0708284","PARENT_OF"
"10/3","0708288A","PARENT_OF"
"303/577","0708288A","PARENT_OF"
"10/3","0708288B","PARENT_OF"
"303/577","0708288B","PARENT_OF"
"10/3","0708289A","PARENT_OF"
"303/577","0708289A","PARENT_OF"
"10/3","0708289B","PARENT_OF"
"303/577","0708289B","PARENT_OF"
"PC110","0708291C","PARENT_OF"
"303/577","0708291C","PARENT_OF"
"PC110","0708291E","PARENT_OF"
"303/577","0708291E","PARENT_OF"
"PC110","0708292A","PARENT_OF"
"303/577","0708292A","PARENT_OF"
"PC110","0708292B","PARENT_OF"
"303/577","0708292B","PARENT_OF"
"PC110","0708292C","PARENT_OF"
"303/577","0708292C","PARENT_OF"
"PC110","0708301A","PARENT_OF"
"303/577","0708301A","PARENT_OF"
"PC110","0708301B","PARENT_OF"
"303/577","0708301B","PARENT_OF"
"PC110","0708301C","PARENT_OF"
"303/577","0708301C","PARENT_OF"
"PC110","0708312A","PARENT_OF"
"303/577","0708312A","PARENT_OF"
"PC110","0708312B","PARENT_OF"
"303/577","0708312B","PARENT_OF"
"PC110","0708312C","PARENT_OF"
"303/577","0708312C","PARENT_OF"
"PC110","0708317B","PARENT_OF"
"303/577","0708317B","PARENT_OF"
"PC110","0708318A","PARENT_OF"
"303/577","0708318A","PARENT_OF"
"PC110","0708318B","PARENT_OF"
"303/577","0708318B","PARENT_OF"
"PC110","0708318C","PARENT_OF"
"303/577","0708318C","PARENT_OF"
"PC110","0708318D","PARENT_OF"
"303/577","0708318D","PARENT_OF"
"PC110","0708319A","PARENT_OF"
"303/577","0708319A","PARENT_OF"
"PC110","0708319B","PARENT_OF"
"303/577","0708319B","PARENT_OF"
"PC110","0708323A","PARENT_OF"
"303/577","0708323A","PARENT_OF"
"PC110","0708323B","PARENT_OF"
"303/577","0708323B","PARENT_OF"
"PC110","0708323C","PARENT_OF"
"303/577","0708323C","PARENT_OF"
"PC110","0708323D","PARENT_OF"
"303/577","0708323D","PARENT_OF"
"502/7","0708387A","PARENT_OF"
"CH3","0708387A","PARENT_OF"
"303/577","0708392B","PARENT_OF"
"12/52","0708392B","PARENT_OF"
"303/577","0708393A","PARENT_OF"
"12/52","0708393A","PARENT_OF"
"303/577","0708393C","PARENT_OF"
"12/52","0708393C","PARENT_OF"
"303/577","0708396","PARENT_OF"
"12/52","0708396","PARENT_OF"
"303/577","0708397A","PARENT_OF"
"12/52","0708397A","PARENT_OF"
"303/577","0708397B","PARENT_OF"
"12/52","0708397B","PARENT_OF"
"502/7","0708402","PARENT_OF"
"CH3","0708402","PARENT_OF"
"502/7","0708405A","PARENT_OF"
"CH3","0708405A","PARENT_OF"
"502/7","0708408","PARENT_OF"
"CH3","0708408","PARENT_OF"
"502/7","0708409","PARENT_OF"
"CH3","0708409","PARENT_OF"
"502/7","0708429A","PARENT_OF"
"CH3","0708429A","PARENT_OF"
"502/7","0708440A","PARENT_OF"
"CH3","0708440A","PARENT_OF"
"502/7","0708440B","PARENT_OF"
"CH3","0708440B","PARENT_OF"
"502/7","0708440C","PARENT_OF"
"CH3","0708440C","PARENT_OF"
"10/3","0708467","PARENT_OF"
"303/577","0708467","PARENT_OF"
"10/3","0708469B","PARENT_OF"
"303/577","0708469B","PARENT_OF"
"10/3","0708471A","PARENT_OF"
"303/577","0708471A","PARENT_OF"
"10/3","0708471C","PARENT_OF"
"303/577","0708471C","PARENT_OF"
"10/3","0708472","PARENT_OF"
"303/577","0708472","PARENT_OF"
"10/3","0708473","PARENT_OF"
"303/577","0708473","PARENT_OF"
"10/3","0708478A","PARENT_OF"
"303/577","0708478A","PARENT_OF"
"10/3","0708478B","PARENT_OF"
"303/577","0708478B","PARENT_OF"
"10/3","0708683","PARENT_OF"
"303/577","0708683","PARENT_OF"
"10/3","0708684","PARENT_OF"
"303/577","0708684","PARENT_OF"
"10/3","0708694A","PARENT_OF"
"303/577","0708694A","PARENT_OF"
"10/3","0708694B","PARENT_OF"
"303/577","0708694B","PARENT_OF"
"10/3","0708708","PARENT_OF"
"303/577","0708708","PARENT_OF"
"10/3","0708715B","PARENT_OF"
"303/577","0708715B","PARENT_OF"
"31/8","0708725","PARENT_OF"
"303/577","0708725","PARENT_OF"
"PC110","0708928B","PARENT_OF"
"1602/7","0708928B","PARENT_OF"
"10/3","0709020","PARENT_OF"
"303/577","0709020","PARENT_OF"
"PC110","0709095","PARENT_OF"
"SFS150","0709095","PARENT_OF"
"10/3","0709118A","PARENT_OF"
"CH3","0709118A","PARENT_OF"
"10/3","0709118B","PARENT_OF"
"CH3","0709118B","PARENT_OF"
"10/3","0709119A","PARENT_OF"
"CH3","0709119A","PARENT_OF"
"10/3","0709119B","PARENT_OF"
"CH3","0709119B","PARENT_OF"
"10/3","0709121","PARENT_OF"
"CH3","0709121","PARENT_OF"
"10/3","0709125","PARENT_OF"
"CH3","0709125","PARENT_OF"
"PC110","0709139","PARENT_OF"
"SFS150","0709139","PARENT_OF"
"PC110","0709142","PARENT_OF"
"SFS150","0709142","PARENT_OF"
"PC110","0709150A","PARENT_OF"
"SFS150","0709150A","PARENT_OF"
"PC110","0709150B","PARENT_OF"
"SFS150","0709150B","PARENT_OF"
"PC110","0709150C","PARENT_OF"
"SFS150","0709150C","PARENT_OF"
"10/3","0709291A","PARENT_OF"
"CH3","0709291A","PARENT_OF"
"10/3","0709291B","PARENT_OF"
"CH3","0709291B","PARENT_OF"
"10/3","0709297","PARENT_OF"
"CH3","0709297","PARENT_OF"
"10/3","0709299","PARENT_OF"
"CH3","0709299","PARENT_OF"
"10/3","0709379A","PARENT_OF"
"CH3","0709379A","PARENT_OF"
"10/3","0709379B","PARENT_OF"
"CH3","0709379B","PARENT_OF"
"10/3","0709421C","PARENT_OF"
"CH3","0709421C","PARENT_OF"
"10/3","0709422A","PARENT_OF"
"CH3","0709422A","PARENT_OF"
"10/3","0709422B","PARENT_OF"
"CH3","0709422B","PARENT_OF"
"10/3","0709422C","PARENT_OF"
"CH3","0709422C","PARENT_OF"
"10/3","0709423","PARENT_OF"
"CH3","0709423","PARENT_OF"
"10/3","0709428A","PARENT_OF"
"CH3","0709428A","PARENT_OF"
"10/3","0709428B","PARENT_OF"
"CH3","0709428B","PARENT_OF"
"10/3","0709430A","PARENT_OF"
"CH3","0709430A","PARENT_OF"
"10/3","0709430B","PARENT_OF"
"CH3","0709430B","PARENT_OF"
"10/3","0709430C","PARENT_OF"
"CH3","0709430C","PARENT_OF"
"10/3","0709433","PARENT_OF"
"CH3","0709433","PARENT_OF"
"10/3","0709437","PARENT_OF"
"CH3","0709437","PARENT_OF"
"10/3","0709438A","PARENT_OF"
"CH3","0709438A","PARENT_OF"
"10/3","0709438B","PARENT_OF"
"CH3","0709438B","PARENT_OF"
"PC110","0709443A","PARENT_OF"
"CH3","0709443A","PARENT_OF"
"PC110","0709443B","PARENT_OF"
"CH3","0709443B","PARENT_OF"
"PC110","0709448B","PARENT_OF"
"CH3","0709448B","PARENT_OF"
"PC110","0709448C","PARENT_OF"
"CH3","0709448C","PARENT_OF"
"PC110","0709973A","PARENT_OF"
"1602/7","0709973A","PARENT_OF"
"PC110","0709973B","PARENT_OF"
"1602/7","0709973B","PARENT_OF"
"PC110","0709984A","PARENT_OF"
"1602/7","0709984A","PARENT_OF"
"PC110","0709984B","PARENT_OF"
"1602/7","0709984B","PARENT_OF"
"PC110","0709984D","PARENT_OF"
"1602/7","0709984D","PARENT_OF"
"PC110","0709985A","PARENT_OF"
"1602/7","0709985A","PARENT_OF"
"PC110","0709995A","PARENT_OF"
"1602/7","0709995A","PARENT_OF"
"PC110","0709995B","PARENT_OF"
"1602/7","0709995B","PARENT_OF"
"PC110","0709995C","PARENT_OF"
"1602/7","0709995C","PARENT_OF"
"PC110","0709995D","PARENT_OF"
"1602/7","0709995D","PARENT_OF"
"PC110","0710093A","PARENT_OF"
"CH3","0710093A","PARENT_OF"
"PC110","0710093B","PARENT_OF"
"CH3","0710093B","PARENT_OF"
"PC110","0710093C","PARENT_OF"
"CH3","0710093C","PARENT_OF"
"PC110","0710102A","PARENT_OF"
"CH3","0710102A","PARENT_OF"
"PC110","0710102B","PARENT_OF"
"CH3","0710102B","PARENT_OF"
"PC110","0710103B","PARENT_OF"
"CH3","0710103B","PARENT_OF"
"PC110","0710103C","PARENT_OF"
"CH3","0710103C","PARENT_OF"
"PC110","0710103D","PARENT_OF"
"CH3","0710103D","PARENT_OF"
"PC110","0710103E","PARENT_OF"
"CH3","0710103E","PARENT_OF"
"PC110","0710104B","PARENT_OF"
"CH3","0710104B","PARENT_OF"
"PC110","0710105A","PARENT_OF"
"CH3","0710105A","PARENT_OF"
"PC110","0710105B","PARENT_OF"
"CH3","0710105B","PARENT_OF"
"PC110","0710110A","PARENT_OF"
"CH3","0710110A","PARENT_OF"
"PC110","0710110B","PARENT_OF"
"CH3","0710110B","PARENT_OF"
"PC110","0710110C","PARENT_OF"
"CH3","0710110C","PARENT_OF"
"PC110","0710110D","PARENT_OF"
"CH3","0710110D","PARENT_OF"
"PC110","0710124A","PARENT_OF"
"CH3","0710124A","PARENT_OF"
"PC110","0710124C","PARENT_OF"
"CH3","0710124C","PARENT_OF"
"PC110","0710124D","PARENT_OF"
"CH3","0710124D","PARENT_OF"
"PC110","0710125A","PARENT_OF"
"CH3","0710125A","PARENT_OF"
"PC110","0710125B","PARENT_OF"
"CH3","0710125B","PARENT_OF"
"PC110","0710125C","PARENT_OF"
"CH3","0710125C","PARENT_OF"
"PC110","0710125D","PARENT_OF"
"CH3","0710125D","PARENT_OF"
"PC110","0710127A","PARENT_OF"
"CH3","0710127A","PARENT_OF"
"PC110","0710130A","PARENT_OF"
"CH3","0710130A","PARENT_OF"
"PC110","0710130C","PARENT_OF"
"CH3","0710130C","PARENT_OF"
"PC110","0710139A","PARENT_OF"
"CH3","0710139A","PARENT_OF"
"PC110","0710139B","PARENT_OF"
"CH3","0710139B","PARENT_OF"
"PC110","0710139C","PARENT_OF"
"CH3","0710139C","PARENT_OF"
"PC110","0710291A","PARENT_OF"
"CH3","0710291A","PARENT_OF"
"PC110","0710291B","PARENT_OF"
"CH3","0710291B","PARENT_OF"
"PC110","0710293A","PARENT_OF"
"CH3","0710293A","PARENT_OF"
"PC110","0710293C","PARENT_OF"
"CH3","0710293C","PARENT_OF"
"PC110","0710293D","PARENT_OF"
"CH3","0710293D","PARENT_OF"
"PC110","0710298A","PARENT_OF"
"CH3","0710298A","PARENT_OF"
"PC110","0710298B","PARENT_OF"
"CH3","0710298B","PARENT_OF"
"PC110","0710298C","PARENT_OF"
"CH3","0710298C","PARENT_OF"
"PC110","0710298D","PARENT_OF"
"CH3","0710298D","PARENT_OF"
"PC110","0710301A","PARENT_OF"
"CH3","0710301A","PARENT_OF"
"PC110","0710301B","PARENT_OF"
"CH3","0710301B","PARENT_OF"
"PC110","0710301C","PARENT_OF"
"CH3","0710301C","PARENT_OF"
"12/52","0710308","PARENT_OF"
"CH3","0710308","PARENT_OF"
"12/52","0710309","PARENT_OF"
"CH3","0710309","PARENT_OF"
"PC110","0710327","PARENT_OF"
"CH3","0710327","PARENT_OF"
"PC110","0710328A","PARENT_OF"
"CH3","0710328A","PARENT_OF"
"PC110","0710328B","PARENT_OF"
"CH3","0710328B","PARENT_OF"
"PC110","0710328B2","PARENT_OF"
"CH3","0710328B2","PARENT_OF"
"PC110","0710328C","PARENT_OF"
"CH3","0710328C","PARENT_OF"
"12/52","0710399C","PARENT_OF"
"CH3","0710399C","PARENT_OF"
"10/3","0710428A","PARENT_OF"
"12/49","0710428A","PARENT_OF"
"10/3","0710428B","PARENT_OF"
"12/49","0710428B","PARENT_OF"
"10/3","0710428C","PARENT_OF"
"12/49","0710428C","PARENT_OF"
"10/3","0710428D","PARENT_OF"
"12/49","0710428D","PARENT_OF"
"10/3","0710444A","PARENT_OF"
"12/49","0710444A","PARENT_OF"
"10/3","0710467","PARENT_OF"
"12/49","0710467","PARENT_OF"
"PC110","0710737","PARENT_OF"
"1602/7","0710737","PARENT_OF"
"PC110","0710743","PARENT_OF"
"1602/7","0710743","PARENT_OF"
"12/52","0710806","PARENT_OF"
"12/49","0710806","PARENT_OF"
"12/52","0710809","PARENT_OF"
"12/49","0710809","PARENT_OF"
"12/52","0710814","PARENT_OF"
"12/49","0710814","PARENT_OF"
"303/577","0710820","PARENT_OF"
"31/8","0710820","PARENT_OF"
"303/577","0710821C","PARENT_OF"
"31/8","0710821C","PARENT_OF"
"PC110","0710891A","PARENT_OF"
"1602/7","0710891A","PARENT_OF"
"PC110","0710891C","PARENT_OF"
"1602/7","0710891C","PARENT_OF"
"PC110","0710891E","PARENT_OF"
"1602/7","0710891E","PARENT_OF"
"PC110","0710891F","PARENT_OF"
"1602/7","0710891F","PARENT_OF"
"PC110","0710904","PARENT_OF"
"1602/7","0710904","PARENT_OF"
"10/3","0710928B","PARENT_OF"
"12/49","0710928B","PARENT_OF"
"10/3","0710931","PARENT_OF"
"12/49","0710931","PARENT_OF"
"10/3","0710932","PARENT_OF"
"12/49","0710932","PARENT_OF"
"10/3","0710933","PARENT_OF"
"12/49","0710933","PARENT_OF"
"10/3","0710934","PARENT_OF"
"12/49","0710934","PARENT_OF"
"PC110","0710949","PARENT_OF"
"1602/7","0710949","PARENT_OF"
"12/228","0800064","PARENT_OF"
"303/577","0800064","PARENT_OF"
"12/89","0800075","PARENT_OF"
"303/577","0800075","PARENT_OF"
"12/89","0800086","PARENT_OF"
"303/577","0800086","PARENT_OF"
"12/89","0800087","PARENT_OF"
"303/577","0800087","PARENT_OF"
"12/89","0800150","PARENT_OF"
"303/577","0800150","PARENT_OF"
"BBT282","0800151A","PARENT_OF"
"303/577","0800151A","PARENT_OF"
"BBT282","0800151B","PARENT_OF"
"303/577","0800151B","PARENT_OF"
"BBT282","0800151C","PARENT_OF"
"303/577","0800151C","PARENT_OF"
"BBT282","0800160C","PARENT_OF"
"303/577","0800160C","PARENT_OF"
"12/228","0800178","PARENT_OF"
"C182/40","0800178","PARENT_OF"
"12/89","0800184","PARENT_OF"
"303/577","0800184","PARENT_OF"
"12/89","0800223","PARENT_OF"
"303/577","0800223","PARENT_OF"
"12/89","0800227","PARENT_OF"
"303/577","0800227","PARENT_OF"
"BB2","0800239A","PARENT_OF"
"303/577","0800239A","PARENT_OF"
"BB2","0800239B","PARENT_OF"
"303/577","0800239B","PARENT_OF"
"BB2","0800239C","PARENT_OF"
"303/577","0800239C","PARENT_OF"
"14/74","0800319A","PARENT_OF"
"303/577","0800319A","PARENT_OF"
"14/74","0800319B","PARENT_OF"
"303/577","0800319B","PARENT_OF"
"14/74","0800319C","PARENT_OF"
"303/577","0800319C","PARENT_OF"
"12/53","0800367","PARENT_OF"
"303/577","0800367","PARENT_OF"
"BBT282","0800387A","PARENT_OF"
"303/577","0800387A","PARENT_OF"
"BBT282","0800387B","PARENT_OF"
"303/577","0800387B","PARENT_OF"
"BBT282","0800387C","PARENT_OF"
"303/577","0800387C","PARENT_OF"
"BBT282","0800393A","PARENT_OF"
"303/577","0800393A","PARENT_OF"
"BBT282","0800393B","PARENT_OF"
"303/577","0800393B","PARENT_OF"
"BBT282","0800397B","PARENT_OF"
"303/577","0800397B","PARENT_OF"
"BBT282","0800397C","PARENT_OF"
"303/577","0800397C","PARENT_OF"
"BBT282","0800397D","PARENT_OF"
"303/577","0800397D","PARENT_OF"
"BBT282","0800397E","PARENT_OF"
"303/577","0800397E","PARENT_OF"
"BBT282","0800401A","PARENT_OF"
"303/577","0800401A","PARENT_OF"
"BBT282","0800402A","PARENT_OF"
"303/577","0800402A","PARENT_OF"
"BBT282","0800402B","PARENT_OF"
"303/577","0800402B","PARENT_OF"
"BBT282","0800402C","PARENT_OF"
"303/577","0800402C","PARENT_OF"
"BBT282","0800405B","PARENT_OF"
"303/577","0800405B","PARENT_OF"
"BBT282","0800405C","PARENT_OF"
"303/577","0800405C","PARENT_OF"
"BBT282","0800405D","PARENT_OF"
