:START_ID,:END_ID,:TYPE
"MRTM1","9905621B","PARENT_OF"
"12/108","9905621C","PARENT_OF"
"MRTM1","9905621C","PARENT_OF"
"12/108","9905623A","PARENT_OF"
"MRTM1","9905623A","PARENT_OF"
"12/108","9905623B","PARENT_OF"
"MRTM1","9905623B","PARENT_OF"
"12/108","9905629A","PARENT_OF"
"MRTM1","9905629A","PARENT_OF"
"12/108","9905629B","PARENT_OF"
"MRTM1","9905629B","PARENT_OF"
"12/108","9905631A","PARENT_OF"
"MRTM1","9905631A","PARENT_OF"
"12/108","9905631B","PARENT_OF"
"MRTM1","9905631B","PARENT_OF"
"MRTM1","9905709A","PARENT_OF"
"12/108","9905709A","PARENT_OF"
"MRTM1","9905719","PARENT_OF"
"12/108","9905719","PARENT_OF"
"MRTM1","9905721A","PARENT_OF"
"12/108","9905721A","PARENT_OF"
"MRTM1","9905721B","PARENT_OF"
"12/108","9905721B","PARENT_OF"
"MRTM1","9905724A","PARENT_OF"
"12/108","9905724A","PARENT_OF"
"MRTM1","9905724B","PARENT_OF"
"12/108","9905724B","PARENT_OF"
"MRTM1","9905725A","PARENT_OF"
"12/108","9905725A","PARENT_OF"
"MRTM1","9905725B","PARENT_OF"
"12/108","9905725B","PARENT_OF"
"MRTM1","9905726A1","PARENT_OF"
"12/108","9905726A1","PARENT_OF"
"MRTM1","9905730","PARENT_OF"
"12/108","9905730","PARENT_OF"
"MRTM1","9905736","PARENT_OF"
"12/108","9905736","PARENT_OF"
"MRTM1","9905738","PARENT_OF"
"12/108","9905738","PARENT_OF"
"MRTM1","9905741","PARENT_OF"
"12/108","9905741","PARENT_OF"
"MRTM1","9905748A","PARENT_OF"
"12/108","9905748A","PARENT_OF"
"MRTM1","9905748B","PARENT_OF"
"12/108","9905748B","PARENT_OF"
"MRTM1","9905750","PARENT_OF"
"12/108","9905750","PARENT_OF"
"MRTM1","9905754B","PARENT_OF"
"12/108","9905754B","PARENT_OF"
"MRTM1","9905766","PARENT_OF"
"12/108","9905766","PARENT_OF"
"MRTM1","9905769A","PARENT_OF"
"12/108","9905769A","PARENT_OF"
"MRTM1","9905769B","PARENT_OF"
"12/108","9905769B","PARENT_OF"
"MRTM1","9905769C","PARENT_OF"
"12/108","9905769C","PARENT_OF"
"MRTM1","9905772","PARENT_OF"
"12/108","9905772","PARENT_OF"
"MRTM1","9905773","PARENT_OF"
"12/108","9905773","PARENT_OF"
"MRTM1","9905774A","PARENT_OF"
"12/108","9905774A","PARENT_OF"
"MRTM1","9905774B","PARENT_OF"
"12/108","9905774B","PARENT_OF"
"MRTM1","9905778","PARENT_OF"
"12/108","9905778","PARENT_OF"
"MRTM1","9905789B","PARENT_OF"
"12/108","9905789B","PARENT_OF"
"MRTM1","9905794","PARENT_OF"
"12/108","9905794","PARENT_OF"
"MRTM1","9905796B","PARENT_OF"
"12/108","9905796B","PARENT_OF"
"MRTM1","9905804A","PARENT_OF"
"12/108","9905804A","PARENT_OF"
"MRTM1","9905804B","PARENT_OF"
"12/108","9905804B","PARENT_OF"
"MRTM1","9905804C","PARENT_OF"
"12/108","9905804C","PARENT_OF"
"MRTM1","9905805","PARENT_OF"
"12/108","9905805","PARENT_OF"
"14/6","9905817A","PARENT_OF"
"MRTM1","9905817A","PARENT_OF"
"MRTM1","9905887A","PARENT_OF"
"14/6","9905887A","PARENT_OF"
"MRTM1","9905887B","PARENT_OF"
"14/6","9905887B","PARENT_OF"
"MRTM1","9905890","PARENT_OF"
"14/6","9905890","PARENT_OF"
"MRTM1","9905891","PARENT_OF"
"14/6","9905891","PARENT_OF"
"MRTM1","9905893","PARENT_OF"
"14/6","9905893","PARENT_OF"
"MRTM1","9905899A","PARENT_OF"
"14/6","9905899A","PARENT_OF"
"MRTM1","9905899B","PARENT_OF"
"14/6","9905899B","PARENT_OF"
"MRTM1","9905899C","PARENT_OF"
"14/6","9905899C","PARENT_OF"
"MRTM1","9905900A","PARENT_OF"
"14/6","9905900A","PARENT_OF"
"MRTM1","9905900C","PARENT_OF"
"14/6","9905900C","PARENT_OF"
"MRTM1","9905901A","PARENT_OF"
"14/6","9905901A","PARENT_OF"
"MRTM1","9905901B","PARENT_OF"
"14/6","9905901B","PARENT_OF"
"MRTM1","9905903","PARENT_OF"
"14/6","9905903","PARENT_OF"
"MRTM1","9905906","PARENT_OF"
"14/6","9905906","PARENT_OF"
"MRTM1","9905907","PARENT_OF"
"14/6","9905907","PARENT_OF"
"MRTM1","9905908A","PARENT_OF"
"14/6","9905908A","PARENT_OF"
"MRTM1","9905908B","PARENT_OF"
"14/6","9905908B","PARENT_OF"
"MRTM1","9905908C","PARENT_OF"
"14/6","9905908C","PARENT_OF"
"MRTM1","9905909","PARENT_OF"
"14/6","9905909","PARENT_OF"
"MRTM1","9905911A","PARENT_OF"
"14/6","9905911A","PARENT_OF"
"MRTM1","9905911B","PARENT_OF"
"14/6","9905911B","PARENT_OF"
"MRTM1","9905911C","PARENT_OF"
"14/6","9905911C","PARENT_OF"
"MRTM1","9905912","PARENT_OF"
"14/6","9905912","PARENT_OF"
"MRTM1","9905913A","PARENT_OF"
"14/6","9905913A","PARENT_OF"
"MRTM1","9905913B","PARENT_OF"
"14/6","9905913B","PARENT_OF"
"MRTM1","9905914","PARENT_OF"
"14/6","9905914","PARENT_OF"
"MRTM1","9905917A","PARENT_OF"
"14/6","9905917A","PARENT_OF"
"MRTM1","9905926","PARENT_OF"
"14/6","9905926","PARENT_OF"
"MRTM1","9905934A","PARENT_OF"
"14/6","9905934A","PARENT_OF"
"MRTM1","9905934B","PARENT_OF"
"14/6","9905934B","PARENT_OF"
"14/6","9905996B","PARENT_OF"
"MRTM1","9905996B","PARENT_OF"
"12/108","9906004A","PARENT_OF"
"MRTM1","9906004A","PARENT_OF"
"12/108","9906004B","PARENT_OF"
"MRTM1","9906004B","PARENT_OF"
"12/108","9906004C","PARENT_OF"
"MRTM1","9906004C","PARENT_OF"
"12/108","9906006A","PARENT_OF"
"MRTM1","9906006A","PARENT_OF"
"12/108","9906006B","PARENT_OF"
"MRTM1","9906006B","PARENT_OF"
"12/108","9906006C","PARENT_OF"
"MRTM1","9906006C","PARENT_OF"
"12/108","9906006D","PARENT_OF"
"MRTM1","9906006D","PARENT_OF"
"12/108","9906008A","PARENT_OF"
"MRTM1","9906008A","PARENT_OF"
"12/108","9906008B","PARENT_OF"
"MRTM1","9906008B","PARENT_OF"
"12/108","9906009A","PARENT_OF"
"MRTM1","9906009A","PARENT_OF"
"12/108","9906009B","PARENT_OF"
"MRTM1","9906009B","PARENT_OF"
"12/108","9906012A","PARENT_OF"
"MRTM1","9906012A","PARENT_OF"
"12/108","9906012B","PARENT_OF"
"MRTM1","9906012B","PARENT_OF"
"12/108","9906012C","PARENT_OF"
"MRTM1","9906012C","PARENT_OF"
"12/108","9906013","PARENT_OF"
"MRTM1","9906013","PARENT_OF"
"12/108","9906014","PARENT_OF"
"MRTM1","9906014","PARENT_OF"
"12/108","9906032A","PARENT_OF"
"MRTM1","9906032A","PARENT_OF"
"12/108","9906032B","PARENT_OF"
"MRTM1","9906032B","PARENT_OF"
"12/108","9906032C","PARENT_OF"
"MRTM1","9906032C","PARENT_OF"
"MRTM1","9906064","PARENT_OF"
"12/108","9906064","PARENT_OF"
"MRTM1","9906075","PARENT_OF"
"12/108","9906075","PARENT_OF"
"MRTM1","9906079","PARENT_OF"
"12/108","9906079","PARENT_OF"
"MRTM1","9906081A","PARENT_OF"
"12/108","9906081A","PARENT_OF"
"MRTM1","9906081B","PARENT_OF"
"12/108","9906081B","PARENT_OF"
"MRTM1","9906081C","PARENT_OF"
"12/108","9906081C","PARENT_OF"
"MRTM1","9906084B","PARENT_OF"
"12/108","9906084B","PARENT_OF"
"MRTM1","9906090","PARENT_OF"
"12/108","9906090","PARENT_OF"
"MRTM1","9906092A","PARENT_OF"
"12/108","9906092A","PARENT_OF"
"MRTM1","9906092B","PARENT_OF"
"12/108","9906092B","PARENT_OF"
"MRTM1","9906099","PARENT_OF"
"12/108","9906099","PARENT_OF"
"MRTM1","9906114A","PARENT_OF"
"12/108","9906114A","PARENT_OF"
"MRTM1","9906114B","PARENT_OF"
"12/108","9906114B","PARENT_OF"
"MRTM1","9906118","PARENT_OF"
"12/108","9906118","PARENT_OF"
"MRTM1","9906187A","PARENT_OF"
"12/108","9906187A","PARENT_OF"
"MRTM1","9906191","PARENT_OF"
"12/108","9906191","PARENT_OF"
"MRTM1","9906192D","PARENT_OF"
"12/108","9906192D","PARENT_OF"
"MRTM1","9906192E","PARENT_OF"
"12/108","9906192E","PARENT_OF"
"MRTM1","9906193","PARENT_OF"
"12/108","9906193","PARENT_OF"
"14/6","9906200","PARENT_OF"
"MRTM1","9906200","PARENT_OF"
"14/6","9906209A","PARENT_OF"
"MRTM1","9906209A","PARENT_OF"
"14/6","9906210","PARENT_OF"
"MRTM1","9906210","PARENT_OF"
"14/6","9906224A","PARENT_OF"
"MRTM1","9906224A","PARENT_OF"
"14/6","9906224B","PARENT_OF"
"MRTM1","9906224B","PARENT_OF"
"MRTM1","9906241A","PARENT_OF"
"14/6","9906241A","PARENT_OF"
"MRTM1","9906244B","PARENT_OF"
"14/6","9906244B","PARENT_OF"
"MRTM1","9906249","PARENT_OF"
"14/6","9906249","PARENT_OF"
"MRTM1","9906250A","PARENT_OF"
"14/6","9906250A","PARENT_OF"
"MRTM1","9906250B","PARENT_OF"
"14/6","9906250B","PARENT_OF"
"MRTM1","9906256","PARENT_OF"
"14/6","9906256","PARENT_OF"
"MRTM1","9906274","PARENT_OF"
"EJULU","9906274","PARENT_OF"
"MRTM1","9906275A","PARENT_OF"
"EJULU","9906275A","PARENT_OF"
"MRTM1","9906275B","PARENT_OF"
"EJULU","9906275B","PARENT_OF"
"MRTM1","9906279","PARENT_OF"
"EJULU","9906279","PARENT_OF"
"MRTM1","9906285","PARENT_OF"
"EJULU","9906285","PARENT_OF"
"MRTM1","9906289A","PARENT_OF"
"EJULU","9906289A","PARENT_OF"
"MRTM1","9906289B","PARENT_OF"
"EJULU","9906289B","PARENT_OF"
"MRTM1","9906393A","PARENT_OF"
"14/6","9906393A","PARENT_OF"
"MRTM1","9906395A","PARENT_OF"
"14/6","9906395A","PARENT_OF"
"MRTM1","9906395B","PARENT_OF"
"14/6","9906395B","PARENT_OF"
"MRTM1","9906396A","PARENT_OF"
"14/6","9906396A","PARENT_OF"
"MRTM1","9906402A","PARENT_OF"
"14/6","9906402A","PARENT_OF"
"MRTM1","9906402B1","PARENT_OF"
"14/6","9906402B1","PARENT_OF"
"MRTM1","9906402B2","PARENT_OF"
"14/6","9906402B2","PARENT_OF"
"MRTM1","9906403","PARENT_OF"
"14/6","9906403","PARENT_OF"
"MRTM1","9906406","PARENT_OF"
"14/6","9906406","PARENT_OF"
"MRTM1","9906413","PARENT_OF"
"14/6","9906413","PARENT_OF"
"MRTM1","9906414","PARENT_OF"
"14/6","9906414","PARENT_OF"
"MRTM1","9906446","PARENT_OF"
"14/6","9906446","PARENT_OF"
"MRTM1","9906447","PARENT_OF"
"14/6","9906447","PARENT_OF"
"14/6","9906455A","PARENT_OF"
"MRTM1","9906455A","PARENT_OF"
"14/6","9906455C2","PARENT_OF"
"MRTM1","9906455C2","PARENT_OF"
"14/6","9906457A","PARENT_OF"
"MRTM1","9906457A","PARENT_OF"
"14/6","9906457B","PARENT_OF"
"MRTM1","9906457B","PARENT_OF"
"14/6","9906545A","PARENT_OF"
"MRTM1","9906545A","PARENT_OF"
"14/6","9906545B","PARENT_OF"
"MRTM1","9906545B","PARENT_OF"
"14/6","9906552","PARENT_OF"
"MRTM1","9906552","PARENT_OF"
"14/6","9906558","PARENT_OF"
"MRTM1","9906558","PARENT_OF"
"14/6","9906562","PARENT_OF"
"MRTM1","9906562","PARENT_OF"
"14/6","9906571","PARENT_OF"
"MRTM1","9906571","PARENT_OF"
"14/6","9906574","PARENT_OF"
"MRTM1","9906574","PARENT_OF"
"MRTM1","9906590","PARENT_OF"
"EJULU","9906590","PARENT_OF"
"MRTM1","9906591","PARENT_OF"
"EJULU","9906591","PARENT_OF"
"MRTM1","9906602","PARENT_OF"
"EJULU","9906602","PARENT_OF"
"MRTM1","9906610","PARENT_OF"
"EJULU","9906610","PARENT_OF"
"MRTM1","9906617","PARENT_OF"
"EJULU","9906617","PARENT_OF"
"MRTM1","9906620A","PARENT_OF"
"EJULU","9906620A","PARENT_OF"
"MRTM1","9906620B","PARENT_OF"
"EJULU","9906620B","PARENT_OF"
"MRTM1","9906628A","PARENT_OF"
"EJULU","9906628A","PARENT_OF"
"MRTM1","9906628B","PARENT_OF"
"EJULU","9906628B","PARENT_OF"
"MRTM1","9906629","PARENT_OF"
"EJULU","9906629","PARENT_OF"
"MRTM1","9906635","PARENT_OF"
"EJULU","9906635","PARENT_OF"
"MRTM1","9906641A","PARENT_OF"
"PC110","9906641A","PARENT_OF"
"MRTM1","9906641B","PARENT_OF"
"PC110","9906641B","PARENT_OF"
"MRTM1","9906641C","PARENT_OF"
"PC110","9906641C","PARENT_OF"
"MRTM1","9906642","PARENT_OF"
"PC110","9906642","PARENT_OF"
"MRTM1","9906644","PARENT_OF"
"PC110","9906644","PARENT_OF"
"MRTM1","9906653A","PARENT_OF"
"PC110","9906653A","PARENT_OF"
"MRTM1","9906653B","PARENT_OF"
"PC110","9906653B","PARENT_OF"
"MRTM1","9906657A","PARENT_OF"
"PC110","9906657A","PARENT_OF"
"MRTM1","9906657B","PARENT_OF"
"PC110","9906657B","PARENT_OF"
"MRTM1","9906659","PARENT_OF"
"PC110","9906659","PARENT_OF"
"MRTM1","9906797A","PARENT_OF"
"PC110","9906797A","PARENT_OF"
"MRTM1","9906797B","PARENT_OF"
"PC110","9906797B","PARENT_OF"
"MRTM1","9906802A","PARENT_OF"
"PC110","9906802A","PARENT_OF"
"MRTM1","9906802B","PARENT_OF"
"PC110","9906802B","PARENT_OF"
"MRTM1","9906803A","PARENT_OF"
"PC110","9906803A","PARENT_OF"
"MRTM1","9906803B","PARENT_OF"
"PC110","9906803B","PARENT_OF"
"MRTM1","9906804","PARENT_OF"
"PC110","9906804","PARENT_OF"
"MRTM1","9906805A","PARENT_OF"
"PC110","9906805A","PARENT_OF"
"PC110","9906816A","PARENT_OF"
"MRTM1","9906816A","PARENT_OF"
"PC110","9906816B","PARENT_OF"
"MRTM1","9906816B","PARENT_OF"
"PC110","9906818A","PARENT_OF"
"MRTM1","9906818A","PARENT_OF"
"PC110","9906824A","PARENT_OF"
"MRTM1","9906824A","PARENT_OF"
"PC110","9906824B","PARENT_OF"
"MRTM1","9906824B","PARENT_OF"
"MRTM1","9906904B","PARENT_OF"
"PC110","9906904B","PARENT_OF"
"MRTM1","9906906","PARENT_OF"
"PC110","9906906","PARENT_OF"
"MRTM1","9906908","PARENT_OF"
"PC110","9906908","PARENT_OF"
"MRTM1","9906911A","PARENT_OF"
"PC110","9906911A","PARENT_OF"
"MRTM1","9906912A","PARENT_OF"
"PC110","9906912A","PARENT_OF"
"MRTM1","9906912B","PARENT_OF"
"PC110","9906912B","PARENT_OF"
"MRTM1","9906914A","PARENT_OF"
"PC110","9906914A","PARENT_OF"
"MRTM1","9906917A","PARENT_OF"
"PC110","9906917A","PARENT_OF"
"MRTM1","9906919","PARENT_OF"
"PC110","9906919","PARENT_OF"
"MRTM1","9906925B","PARENT_OF"
"PC110","9906925B","PARENT_OF"
"MRTM1","9906932","PARENT_OF"
"PC110","9906932","PARENT_OF"
"MRTM1","9906934A","PARENT_OF"
"PC110","9906934A","PARENT_OF"
"MRTM1","9906934B","PARENT_OF"
"PC110","9906934B","PARENT_OF"
"MRTM1","9906951A","PARENT_OF"
"PC110","9906951A","PARENT_OF"
"MRTM1","9906951B","PARENT_OF"
"PC110","9906951B","PARENT_OF"
"MRTM1","9906954A","PARENT_OF"
"PC110","9906954A","PARENT_OF"
"MRTM1","9906954B","PARENT_OF"
"PC110","9906954B","PARENT_OF"
"MRTM1","9906958","PARENT_OF"
"PC110","9906958","PARENT_OF"
"MRTM1","9907030","PARENT_OF"
"PC110","9907030","PARENT_OF"
"MRTM1","9907032A","PARENT_OF"
"PC110","9907032A","PARENT_OF"
"MRTM1","9907032B","PARENT_OF"
"PC110","9907032B","PARENT_OF"
"14/6","9907049A2","PARENT_OF"
"MRTM1","9907049A2","PARENT_OF"
"14/6","9907062A","PARENT_OF"
"MRTM1","9907062A","PARENT_OF"
"14/6","9907068","PARENT_OF"
"MRTM1","9907068","PARENT_OF"
"14/6","9907072","PARENT_OF"
"MRTM1","9907072","PARENT_OF"
"14/6","9907075","PARENT_OF"
"MRTM1","9907075","PARENT_OF"
"14/6","9907144B","PARENT_OF"
"MRTM1","9907144B","PARENT_OF"
"14/6","9907149","PARENT_OF"
"MRTM1","9907149","PARENT_OF"
"14/6","9907173","PARENT_OF"
"MRTM1","9907173","PARENT_OF"
"14/6","9907193A","PARENT_OF"
"MRTM1","9907193A","PARENT_OF"
"14/6","9907193C","PARENT_OF"
"MRTM1","9907193C","PARENT_OF"
"14/6","9907195A","PARENT_OF"
"MRTM1","9907195A","PARENT_OF"
"14/6","9907195B","PARENT_OF"
"MRTM1","9907195B","PARENT_OF"
"14/6","9907196A","PARENT_OF"
"MRTM1","9907196A","PARENT_OF"
"14/6","9907196B","PARENT_OF"
"MRTM1","9907196B","PARENT_OF"
"14/6","9907200","PARENT_OF"
"MRTM1","9907200","PARENT_OF"
"PC110","9907205A","PARENT_OF"
"MRTM1","9907205A","PARENT_OF"
"PC110","9907215A","PARENT_OF"
"MRTM1","9907215A","PARENT_OF"
"PC110","9907220B","PARENT_OF"
"MRTM1","9907220B","PARENT_OF"
"14/6","9907221","PARENT_OF"
"MRTM1","9907221","PARENT_OF"
"14/6","9907229","PARENT_OF"
"MRTM1","9907229","PARENT_OF"
"14/6","9907240","PARENT_OF"
"MRTM1","9907240","PARENT_OF"
"MRTM1","9907244","PARENT_OF"
"PC110","9907244","PARENT_OF"
"MRTM1","9907251B","PARENT_OF"
"PC110","9907251B","PARENT_OF"
"MRTM1","9907251C","PARENT_OF"
"PC110","9907251C","PARENT_OF"
"MRTM1","9907253A","PARENT_OF"
"PC110","9907253A","PARENT_OF"
"MRTM1","9907257A","PARENT_OF"
"PC110","9907257A","PARENT_OF"
"MRTM1","9907257B","PARENT_OF"
"PC110","9907257B","PARENT_OF"
"MRTM1","9907258A","PARENT_OF"
"PC110","9907258A","PARENT_OF"
"MRTM1","9907258B","PARENT_OF"
"PC110","9907258B","PARENT_OF"
"PC110","9907322A","PARENT_OF"
"MRTM1","9907322A","PARENT_OF"
"PC110","9907322B","PARENT_OF"
"MRTM1","9907322B","PARENT_OF"
"PC110","9907329B","PARENT_OF"
"MRTM1","9907329B","PARENT_OF"
"PC110","9907330B","PARENT_OF"
"MRTM1","9907330B","PARENT_OF"
"PC110","9907330C","PARENT_OF"
"MRTM1","9907330C","PARENT_OF"
"PC110","9907331","PARENT_OF"
"MRTM1","9907331","PARENT_OF"
"PC110","9907338B","PARENT_OF"
"MRTM1","9907338B","PARENT_OF"
"14/6","9907360","PARENT_OF"
"MRTM1","9907360","PARENT_OF"
"MRTM1","9907361A","PARENT_OF"
"14/6","9907361A","PARENT_OF"
"MRTM1","9907361B","PARENT_OF"
"14/6","9907361B","PARENT_OF"
"MRTM1","9907367","PARENT_OF"
"14/6","9907367","PARENT_OF"
"MRTM1","9907369","PARENT_OF"
"14/6","9907369","PARENT_OF"
"MRTM1","9907370D","PARENT_OF"
"14/6","9907370D","PARENT_OF"
"EJULU","9907461","PARENT_OF"
"MRTM1","9907461","PARENT_OF"
"EJULU","9907462A","PARENT_OF"
"MRTM1","9907462A","PARENT_OF"
"EJULU","9907462B","PARENT_OF"
"MRTM1","9907462B","PARENT_OF"
"EJULU","9907466C","PARENT_OF"
"MRTM1","9907466C","PARENT_OF"
"EJULU","9907467A","PARENT_OF"
"MRTM1","9907467A","PARENT_OF"
"EJULU","9907467B","PARENT_OF"
"MRTM1","9907467B","PARENT_OF"
"EJULU","9907468B","PARENT_OF"
"MRTM1","9907468B","PARENT_OF"
"EJULU","9907468C","PARENT_OF"
"MRTM1","9907468C","PARENT_OF"
"EJULU","9907468D","PARENT_OF"
"MRTM1","9907468D","PARENT_OF"
"EJULU","9907468E","PARENT_OF"
"MRTM1","9907468E","PARENT_OF"
"EJULU","9907470A","PARENT_OF"
"MRTM1","9907470A","PARENT_OF"
"EJULU","9907470B","PARENT_OF"
"MRTM1","9907470B","PARENT_OF"
"EJULU","9907470D","PARENT_OF"
"MRTM1","9907470D","PARENT_OF"
"EJULU","9907473A","PARENT_OF"
"MRTM1","9907473A","PARENT_OF"
"EJULU","9907473B","PARENT_OF"
"MRTM1","9907473B","PARENT_OF"
"EJULU","9907473C","PARENT_OF"
"MRTM1","9907473C","PARENT_OF"
"EJULU","9907477","PARENT_OF"
"MRTM1","9907477","PARENT_OF"
"EJULU","9907478A","PARENT_OF"
"MRTM1","9907478A","PARENT_OF"
"EJULU","9907478B","PARENT_OF"
"MRTM1","9907478B","PARENT_OF"
"EJULU","9907480A","PARENT_OF"
"MRTM1","9907480A","PARENT_OF"
"EJULU","9907480B","PARENT_OF"
"MRTM1","9907480B","PARENT_OF"
"EJULU","9907482A","PARENT_OF"
"MRTM1","9907482A","PARENT_OF"
"EJULU","9907482B","PARENT_OF"
"MRTM1","9907482B","PARENT_OF"
"EJULU","9907482C","PARENT_OF"
"MRTM1","9907482C","PARENT_OF"
"EJULU","9907485B","PARENT_OF"
"MRTM1","9907485B","PARENT_OF"
"EJULU","9907486B","PARENT_OF"
"MRTM1","9907486B","PARENT_OF"
"EJULU","9907489","PARENT_OF"
"MRTM1","9907489","PARENT_OF"
"EJULU","9907490A","PARENT_OF"
"MRTM1","9907490A","PARENT_OF"
"EJULU","9907490B","PARENT_OF"
"MRTM1","9907490B","PARENT_OF"
"EJULU","9907494","PARENT_OF"
"MRTM1","9907494","PARENT_OF"
"EJULU","9907495A","PARENT_OF"
"MRTM1","9907495A","PARENT_OF"
"EJULU","9907495B","PARENT_OF"
"MRTM1","9907495B","PARENT_OF"
"EJULU","9907497A","PARENT_OF"
"MRTM1","9907497A","PARENT_OF"
"EJULU","9907497B","PARENT_OF"
"MRTM1","9907497B","PARENT_OF"
"EJULU","9907498A","PARENT_OF"
"MRTM1","9907498A","PARENT_OF"
"EJULU","9907498B","PARENT_OF"
"MRTM1","9907498B","PARENT_OF"
"EJULU","9907499","PARENT_OF"
"MRTM1","9907499","PARENT_OF"
"EJULU","9907500A","PARENT_OF"
"MRTM1","9907500A","PARENT_OF"
"EJULU","9907500B","PARENT_OF"
"MRTM1","9907500B","PARENT_OF"
"TL1","9907592","PARENT_OF"
"15/10","9907592","PARENT_OF"
"TL1","9907593C","PARENT_OF"
"15/10","9907593C","PARENT_OF"
"TL1","9907598A","PARENT_OF"
"15/10","9907598A","PARENT_OF"
"TL1","9907598B","PARENT_OF"
"15/10","9907598B","PARENT_OF"
"TL1","9907598C","PARENT_OF"
"15/10","9907598C","PARENT_OF"
"EJULU","9907622B","PARENT_OF"
"MRTM1","9907622B","PARENT_OF"
"EJULU","9907622C","PARENT_OF"
"MRTM1","9907622C","PARENT_OF"
"EJULU","9907627A2","PARENT_OF"
"MRTM1","9907627A2","PARENT_OF"
"EJULU","9907627B","PARENT_OF"
"MRTM1","9907627B","PARENT_OF"
"EJULU","9907627C","PARENT_OF"
"MRTM1","9907627C","PARENT_OF"
"EJULU","9907628B","PARENT_OF"
"MRTM1","9907628B","PARENT_OF"
"EJULU","9907629","PARENT_OF"
"MRTM1","9907629","PARENT_OF"
"EJULU","9907630A","PARENT_OF"
"MRTM1","9907630A","PARENT_OF"
"EJULU","9907630B","PARENT_OF"
"MRTM1","9907630B","PARENT_OF"
"EJULU","9907633A","PARENT_OF"
"MRTM1","9907633A","PARENT_OF"
"EJULU","9907633B","PARENT_OF"
"MRTM1","9907633B","PARENT_OF"
"EJULU","9907633C","PARENT_OF"
"MRTM1","9907633C","PARENT_OF"
"EJULU","9907633D","PARENT_OF"
"MRTM1","9907633D","PARENT_OF"
"EJULU","9907634A","PARENT_OF"
"MRTM1","9907634A","PARENT_OF"
"EJULU","9907634B","PARENT_OF"
"MRTM1","9907634B","PARENT_OF"
"EJULU","9907634C","PARENT_OF"
"MRTM1","9907634C","PARENT_OF"
"EJULU","9907634D","PARENT_OF"
"MRTM1","9907634D","PARENT_OF"
"EJULU","9907635A","PARENT_OF"
"MRTM1","9907635A","PARENT_OF"
"EJULU","9907635B","PARENT_OF"
"MRTM1","9907635B","PARENT_OF"
"EJULU","9907637B","PARENT_OF"
"MRTM1","9907637B","PARENT_OF"
"EJULU","9907637D","PARENT_OF"
"MRTM1","9907637D","PARENT_OF"
"EJULU","9907640A","PARENT_OF"
"MRTM1","9907640A","PARENT_OF"
"EJULU","9907640B","PARENT_OF"
"MRTM1","9907640B","PARENT_OF"
"EJULU","9907641A","PARENT_OF"
"MRTM1","9907641A","PARENT_OF"
"EJULU","9907641B","PARENT_OF"
"MRTM1","9907641B","PARENT_OF"
"EJULU","9907641C","PARENT_OF"
"MRTM1","9907641C","PARENT_OF"
"EJULU","9907642B","PARENT_OF"
"MRTM1","9907642B","PARENT_OF"
"EJULU","9907642C","PARENT_OF"
"MRTM1","9907642C","PARENT_OF"
"EJULU","9907643","PARENT_OF"
"MRTM1","9907643","PARENT_OF"
"EJULU","9907644A","PARENT_OF"
"MRTM1","9907644A","PARENT_OF"
"EJULU","9907644B","PARENT_OF"
"MRTM1","9907644B","PARENT_OF"
"EJULU","9907647A","PARENT_OF"
"MRTM1","9907647A","PARENT_OF"
"EJULU","9907647B","PARENT_OF"
"MRTM1","9907647B","PARENT_OF"
"EJULU","9907647C","PARENT_OF"
"MRTM1","9907647C","PARENT_OF"
"EJULU","9907651A","PARENT_OF"
"MRTM1","9907651A","PARENT_OF"
"EJULU","9907651C","PARENT_OF"
"MRTM1","9907651C","PARENT_OF"
"EJULU","9907653B","PARENT_OF"
"MRTM1","9907653B","PARENT_OF"
"EJULU","9907653C","PARENT_OF"
"MRTM1","9907653C","PARENT_OF"
"EJULU","9907654A","PARENT_OF"
"MRTM1","9907654A","PARENT_OF"
"EJULU","9907654B","PARENT_OF"
"MRTM1","9907654B","PARENT_OF"
"EJULU","9907654C","PARENT_OF"
"MRTM1","9907654C","PARENT_OF"
"EJULU","9907654D","PARENT_OF"
"MRTM1","9907654D","PARENT_OF"
"EJULU","9907657B","PARENT_OF"
"MRTM1","9907657B","PARENT_OF"
"EJULU","9907658A","PARENT_OF"
"MRTM1","9907658A","PARENT_OF"
"EJULU","9907658B","PARENT_OF"
"MRTM1","9907658B","PARENT_OF"
"EJULU","9907659","PARENT_OF"
"MRTM1","9907659","PARENT_OF"
"MRTM1","9907665","PARENT_OF"
"PC110","9907665","PARENT_OF"
"MRTM1","9907666A","PARENT_OF"
"PC110","9907666A","PARENT_OF"
"MRTM1","9907666B","PARENT_OF"
"PC110","9907666B","PARENT_OF"
"MRTM1","9907669","PARENT_OF"
"PC110","9907669","PARENT_OF"
"MRTM1","9907669C","PARENT_OF"
"PC110","9907669C","PARENT_OF"
"MRTM1","9907670B","PARENT_OF"
"PC110","9907670B","PARENT_OF"
"MRTM1","9907673A","PARENT_OF"
"PC110","9907673A","PARENT_OF"
"MRTM1","9907673B","PARENT_OF"
"PC110","9907673B","PARENT_OF"
"MRTM1","9907673D","PARENT_OF"
"PC110","9907673D","PARENT_OF"
"MRTM1","9907674","PARENT_OF"
"PC110","9907674","PARENT_OF"
"MRTM1","9907676A","PARENT_OF"
"PC110","9907676A","PARENT_OF"
"MRTM1","9907676B","PARENT_OF"
"PC110","9907676B","PARENT_OF"
