id:ID,gener,par1,par2,year:int,:LABEL
"0400440D","2","9400430","10/3","2004","Plant"
"0400441A","2","9400430","10/3","2004","Plant"
"0400442A","2","9400430","10/3","2004","Plant"
"0400442B","2","9400430","10/3","2004","Plant"
"0400444C","2","9400430","10/3","2004","Plant"
"0400446B","2","9400430","10/3","2004","Plant"
"0400448A","2","9400430","10/3","2004","Plant"
"0400449","2","9400430","10/3","2004","Plant"
"0400450A","2","9400430","10/3","2004","Plant"
"0400450B","2","9400430","10/3","2004","Plant"
"0400458","2","9400430","10/3","2004","Plant"
"0400462A","2","9400430","10/3","2004","Plant"
"0400462B","2","9400430","10/3","2004","Plant"
"0400463","2","9400430","10/3","2004","Plant"
"0400464","2","9400430","10/3","2004","Plant"
"0400465A","2","9400430","10/3","2004","Plant"
"0400466A","2","9400430","10/3","2004","Plant"
"0400466B","2","9400430","10/3","2004","Plant"
"0400466C","2","9400430","10/3","2004","Plant"
"0400466D","2","9400430","10/3","2004","Plant"
"0400466E","2","9400430","10/3","2004","Plant"
"0400466F","2","9400430","10/3","2004","Plant"
"0400468","2","9400430","10/3","2004","Plant"
"0400476","2","9400430","10/3","2004","Plant"
"0400479","2","9400430","10/3","2004","Plant"
"0400483","2","9400208","303/577","2004","Plant"
"0400487","2","9400208","303/577","2004","Plant"
"0400499","2","9400208","303/577","2004","Plant"
"0400503A","2","9400208","303/577","2004","Plant"
"0400524","2","9400201","303/577","2004","Plant"
"0400528","2","9400201","303/577","2004","Plant"
"0400549","2","9400201","6/8","2004","Plant"
"0400550","2","9400201","6/8","2004","Plant"
"0400559","2","9400201","6/8","2004","Plant"
"0400580A","2","9400201","6/8","2004","Plant"
"0400580B","2","9400201","6/8","2004","Plant"
"0400582","2","9400430","BB35","2004","Plant"
"0400583A","2","9400430","BB35","2004","Plant"
"0400583B","2","9400430","BB35","2004","Plant"
"0400585B","2","9400430","BB35","2004","Plant"
"0400586A","2","9400430","BB35","2004","Plant"
"0400586B","2","9400430","BB35","2004","Plant"
"0400588A","2","9400430","BB35","2004","Plant"
"0400588B","2","9400430","BB35","2004","Plant"
"0400590","2","9400430","BB35","2004","Plant"
"0400593C","2","9400430","BB35","2004","Plant"
"0400599A","2","9400430","BB35","2004","Plant"
"0400599B","2","9400430","BB35","2004","Plant"
"0400600","2","9400430","BB35","2004","Plant"
"0400602B","2","9400430","BB35","2004","Plant"
"0400602C","2","9400430","BB35","2004","Plant"
"0400604A","2","9400430","BB35","2004","Plant"
"0400604B","2","9400430","BB35","2004","Plant"
"0400606A","2","9400430","BB35","2004","Plant"
"0400606B","2","9400430","BB35","2004","Plant"
"0400612A","2","9400430","303/577","2004","Plant"
"0400612B","2","9400430","303/577","2004","Plant"
"0400612C","2","9400430","303/577","2004","Plant"
"0400614A","2","9400430","303/577","2004","Plant"
"0400614B","2","9400430","303/577","2004","Plant"
"0400614C","2","9400430","303/577","2004","Plant"
"0400618A","2","9400430","303/577","2004","Plant"
"0400618C","2","9400430","303/577","2004","Plant"
"0400622B","2","9400430","303/577","2004","Plant"
"0400622C","2","9400430","303/577","2004","Plant"
"0400624A","2","9400430","303/577","2004","Plant"
"0400625","2","9400430","303/577","2004","Plant"
"0400626A","2","9400430","303/577","2004","Plant"
"0400626B","2","9400430","303/577","2004","Plant"
"0400627A","2","9400430","303/577","2004","Plant"
"0400627B","2","9400430","303/577","2004","Plant"
"0400629A","2","9400430","303/577","2004","Plant"
"0400629B","2","9400430","303/577","2004","Plant"
"0400629C","2","9400430","303/577","2004","Plant"
"0400633A","2","9400430","303/577","2004","Plant"
"0400633B","2","9400430","303/577","2004","Plant"
"0400635A","2","9400430","303/577","2004","Plant"
"0400635B","2","9400430","303/577","2004","Plant"
"0400638A","2","9400430","303/577","2004","Plant"
"0400638B","2","9400430","303/577","2004","Plant"
"0400641A","2","9400430","303/577","2004","Plant"
"0400642A","2","9400430","303/577","2004","Plant"
"0400642B","2","9400430","303/577","2004","Plant"
"0400642C","2","9400430","303/577","2004","Plant"
"0400642E","2","9400430","303/577","2004","Plant"
"0400645A","2","9400430","303/577","2004","Plant"
"0400645B","2","9400430","303/577","2004","Plant"
"0400645C","2","9400430","303/577","2004","Plant"
"0400652A","2","9400430","303/577","2004","Plant"
"0400652B","2","9400430","303/577","2004","Plant"
"0400653A","2","9400430","303/577","2004","Plant"
"0400657A","2","9400430","303/577","2004","Plant"
"0400659A","2","9400430","303/577","2004","Plant"
"0400659B","2","9400430","303/577","2004","Plant"
"0400661A","2","9400430","303/577","2004","Plant"
"0400674A","2","9400430","303/577","2004","Plant"
"0400674B","2","9400430","303/577","2004","Plant"
"0400676","2","9400430","303/577","2004","Plant"
"0400678A","2","9400430","303/577","2004","Plant"
"0400678B","2","9400430","303/577","2004","Plant"
"0400678C","2","9400430","303/577","2004","Plant"
"0400710","2","9400201","6/8","2004","Plant"
"0400712A","2","9400201","6/8","2004","Plant"
"0400715A","2","9400201","6/8","2004","Plant"
"0400715B","2","9400201","6/8","2004","Plant"
"0400717","2","9400201","6/8","2004","Plant"
"0400721A","2","9400208","6/8","2004","Plant"
"0400721B","2","9400208","6/8","2004","Plant"
"0400721C","2","9400208","6/8","2004","Plant"
"0400721E","2","9400208","6/8","2004","Plant"
"0400732A","2","9400208","6/8","2004","Plant"
"0400732B","2","9400208","6/8","2004","Plant"
"0400739A","2","9400208","6/8","2004","Plant"
"0400739B","2","9400208","6/8","2004","Plant"
"0400739C","2","9400208","6/8","2004","Plant"
"0400740","2","9400208","6/8","2004","Plant"
"0400744A","2","9400208","6/8","2004","Plant"
"0400744B","2","9400208","6/8","2004","Plant"
"0400744C","2","9400208","6/8","2004","Plant"
"0400744D","2","9400208","6/8","2004","Plant"
"0400748A","2","9400208","6/8","2004","Plant"
"0400748B","2","9400208","6/8","2004","Plant"
"0400751A","2","9400430","303/577","2004","Plant"
"0400751B","2","9400430","303/577","2004","Plant"
"0400753A","2","9400430","303/577","2004","Plant"
"0400753B","2","9400430","303/577","2004","Plant"
"0400756A","2","9400430","303/577","2004","Plant"
"0400756B","2","9400430","303/577","2004","Plant"
"0400758A","2","9400430","303/577","2004","Plant"
"0400758B","2","9400430","303/577","2004","Plant"
"0400761C","2","9400430","303/577","2004","Plant"
"0400763","2","9400430","303/577","2004","Plant"
"0400767A","2","9400430","303/577","2004","Plant"
"0400767C","2","9400430","303/577","2004","Plant"
"0400768B","2","9400430","303/577","2004","Plant"
"0400768C","2","9400430","303/577","2004","Plant"
"0400768D","2","9400430","303/577","2004","Plant"
"0400771A","2","9400430","303/577","2004","Plant"
"0400771B","2","9400430","303/577","2004","Plant"
"0400772A","2","9400430","303/577","2004","Plant"
"0400772B","2","9400430","303/577","2004","Plant"
"0400773A","2","9400430","303/577","2004","Plant"
"0400773B","2","9400430","303/577","2004","Plant"
"0400773C","2","9400430","303/577","2004","Plant"
"0400773D","2","9400430","303/577","2004","Plant"
"0400775A","2","9400430","303/577","2004","Plant"
"0400775B","2","9400430","303/577","2004","Plant"
"0400776A","2","9400430","303/577","2004","Plant"
"0400776B","2","9400430","303/577","2004","Plant"
"0400777A","2","9400430","303/577","2004","Plant"
"0400777B","2","9400430","303/577","2004","Plant"
"0400777C","2","9400430","303/577","2004","Plant"
"0400777D","2","9400430","303/577","2004","Plant"
"0400777E","2","9400430","303/577","2004","Plant"
"0400781A","2","9400430","303/577","2004","Plant"
"0400781B","2","9400430","303/577","2004","Plant"
"0400784A","2","9400430","303/577","2004","Plant"
"0400787A","2","9400430","303/577","2004","Plant"
"0400787B","2","9400430","303/577","2004","Plant"
"0400787C","2","9400430","303/577","2004","Plant"
"0400787D","2","9400430","303/577","2004","Plant"
"0400793A","2","9400430","303/577","2004","Plant"
"0400793B","2","9400430","303/577","2004","Plant"
"0400795A","2","9400430","303/577","2004","Plant"
"0400795B","2","9400430","303/577","2004","Plant"
"0400795D","2","9400430","303/577","2004","Plant"
"0400796","2","9400430","303/577","2004","Plant"
"0400797A","2","9400430","303/577","2004","Plant"
"0400797B","2","9400430","303/577","2004","Plant"
"0400798A","2","9400430","303/577","2004","Plant"
"0400798B","2","9400430","303/577","2004","Plant"
"0400799A","2","9400430","303/577","2004","Plant"
"0400799B","2","9400430","303/577","2004","Plant"
"0400800A","2","9400430","303/577","2004","Plant"
"0400803A","2","9400430","303/577","2004","Plant"
"0400803B","2","9400430","303/577","2004","Plant"
"0400804A","2","9400430","303/577","2004","Plant"
"0400805A","2","9400430","303/577","2004","Plant"
"0400805B","2","9400430","303/577","2004","Plant"
"0400807","2","9400430","303/577","2004","Plant"
"0400808B1","2","9400430","303/577","2004","Plant"
"0400808B2","2","9400430","303/577","2004","Plant"
"0400809A","2","9400430","303/577","2004","Plant"
"0400809B","2","9400430","303/577","2004","Plant"
"0400809C","2","9400430","303/577","2004","Plant"
"0400810A","2","9400430","303/577","2004","Plant"
"0400810B","2","9400430","303/577","2004","Plant"
"0400813A","2","9400430","303/577","2004","Plant"
"0400813B","2","9400430","303/577","2004","Plant"
"0400818A","2","9400430","303/577","2004","Plant"
"0400818B","2","9400430","303/577","2004","Plant"
"0400829","2","9400208","6/8","2004","Plant"
"0400830","2","9400208","6/8","2004","Plant"
"0400834A","2","9400208","6/8","2004","Plant"
"0400834B","2","9400208","6/8","2004","Plant"
"0400836","2","9400208","6/8","2004","Plant"
"0400864B","2","9400201","6/8","2004","Plant"
"0400871","2","9400201","6/8","2004","Plant"
"0400892A","2","9400430","303/577","2004","Plant"
"0400892B","2","9400430","303/577","2004","Plant"
"0400894A","2","9400430","303/577","2004","Plant"
"0400894B","2","9400430","303/577","2004","Plant"
"0400894C","2","9400430","303/577","2004","Plant"
"0400896A","2","9400430","303/577","2004","Plant"
"0400896B","2","9400430","303/577","2004","Plant"
"0400897A","2","9400430","303/577","2004","Plant"
"0400897B","2","9400430","303/577","2004","Plant"
"0400900A","2","9400430","303/577","2004","Plant"
"0400900B","2","9400430","303/577","2004","Plant"
"0400900C","2","9400430","303/577","2004","Plant"
"0400900D","2","9400430","303/577","2004","Plant"
"0400905A","2","9400430","303/577","2004","Plant"
"0400905B","2","9400430","303/577","2004","Plant"
"0400905C","2","9400430","303/577","2004","Plant"
"0400905D","2","9400430","303/577","2004","Plant"
"0400906A","2","9400430","303/577","2004","Plant"
"0400911","2","9400430","303/577","2004","Plant"
"0400912A","2","9400430","303/577","2004","Plant"
"0400912B","2","9400430","303/577","2004","Plant"
"0400916C","2","9400430","303/577","2004","Plant"
"0400922A","2","9400430","303/577","2004","Plant"
"0400922B","2","9400430","303/577","2004","Plant"
"0400922C","2","9400430","303/577","2004","Plant"
"0400922D","2","9400430","303/577","2004","Plant"
"0400926","2","9400430","303/577","2004","Plant"
"0400932A","2","9400430","303/577","2004","Plant"
"0400932B","2","9400430","303/577","2004","Plant"
"0400934B","2","9400430","303/577","2004","Plant"
"0400938A","2","9400430","303/577","2004","Plant"
"0400939A","2","9400430","303/577","2004","Plant"
"0400939B","2","9400430","303/577","2004","Plant"
"0400939C","2","9400430","303/577","2004","Plant"
"0400939D","2","9400430","303/577","2004","Plant"
"0400941","2","9400430","303/577","2004","Plant"
"0400942","2","9400430","303/577","2004","Plant"
"0400943C","2","9400430","303/577","2004","Plant"
"0400945A","2","9400430","303/577","2004","Plant"
"0400945B","2","9400430","303/577","2004","Plant"
"0400950A","2","9400430","303/577","2004","Plant"
"0400950B","2","9400430","303/577","2004","Plant"
"0400950C","2","9400430","303/577","2004","Plant"
"0400956B","2","9400430","EJULU","2004","Plant"
"0400956C","2","9400430","EJULU","2004","Plant"
"0400956E","2","9400430","EJULU","2004","Plant"
"0400962A","2","9400201","EJULU","2004","Plant"
"0400968A","2","9400201","EJULU","2004","Plant"
"0400968B","2","9400201","EJULU","2004","Plant"
"0400976","2","9400201","EJULU","2004","Plant"
"0400980A","2","9400201","EJULU","2004","Plant"
"0400982","2","9400201","EJULU","2004","Plant"
"0400994A","2","9400208","6/8","2004","Plant"
"0400995A","2","9400208","6/8","2004","Plant"
"0400995B","2","9400208","6/8","2004","Plant"
"0400999A1","2","9400208","6/8","2004","Plant"
"0400999B","2","9400208","6/8","2004","Plant"
"0401000","2","9400208","6/8","2004","Plant"
"0401003A","2","9400208","6/8","2004","Plant"
"0401003B","2","9400208","6/8","2004","Plant"
"0401006","2","9400208","6/8","2004","Plant"
"0401011A","2","9400208","6/8","2004","Plant"
"0401018A","2","9400208","6/8","2004","Plant"
"0401018B","2","9400208","6/8","2004","Plant"
"0401030A1","2","9400258","6/8","2004","Plant"
"0401030A2","2","9400258","6/8","2004","Plant"
"0401033","2","9400430","EJULU","2004","Plant"
"0401034","2","9400430","EJULU","2004","Plant"
"0401037A","2","9400430","EJULU","2004","Plant"
"0401037B","2","9400430","EJULU","2004","Plant"
"0401038B","2","9400430","EJULU","2004","Plant"
"0401038C","2","9400430","EJULU","2004","Plant"
"0401038D","2","9400430","EJULU","2004","Plant"
"0401039B","2","9400430","EJULU","2004","Plant"
"0401040B","2","9400430","EJULU","2004","Plant"
"0401040C","2","9400430","EJULU","2004","Plant"
"0401041A","2","9400430","EJULU","2004","Plant"
"0401041B","2","9400430","EJULU","2004","Plant"
"0401041C","2","9400430","EJULU","2004","Plant"
"0401042","2","9400430","EJULU","2004","Plant"
"0401043A","2","9400430","EJULU","2004","Plant"
"0401044A","2","9400430","EJULU","2004","Plant"
"0401044B","2","9400430","EJULU","2004","Plant"
"0401046A","2","9400430","EJULU","2004","Plant"
"0401046B","2","9400430","EJULU","2004","Plant"
"0401046C","2","9400430","EJULU","2004","Plant"
"0401047A","2","9400430","EJULU","2004","Plant"
"0401047B","2","9400430","EJULU","2004","Plant"
"0401048B","2","9400430","EJULU","2004","Plant"
"0401055A","2","9400430","EJULU","2004","Plant"
"0401059A","2","9400430","EJULU","2004","Plant"
"0401059B","2","9400430","EJULU","2004","Plant"
"0401061A","2","9400430","EJULU","2004","Plant"
"0401061B","2","9400430","EJULU","2004","Plant"
"0401068A","2","9400430","EJULU","2004","Plant"
"0401068B","2","9400430","EJULU","2004","Plant"
"0401074A","2","9400430","EJULU","2004","Plant"
"0401074B","2","9400430","EJULU","2004","Plant"
"0401074C","2","9400430","EJULU","2004","Plant"
"0401075A","2","9400430","EJULU","2004","Plant"
"0401075B","2","9400430","EJULU","2004","Plant"
"0401076","2","9400430","EJULU","2004","Plant"
"0401077A","2","9400430","EJULU","2004","Plant"
"0401077B","2","9400430","EJULU","2004","Plant"
"0401084A","2","9400201","303/577","2004","Plant"
"0401095A","2","9400201","303/577","2004","Plant"
"0401099","2","9400201","303/577","2004","Plant"
"0401112","2","9400201","303/577","2004","Plant"
"0401114","2","9400201","303/577","2004","Plant"
"0401118","2","9400201","303/577","2004","Plant"
"0401121","2","9400201","303/577","2004","Plant"
"0401123","2","9400201","303/577","2004","Plant"
"0401124A","2","9400201","303/577","2004","Plant"
"0401124B","2","9400201","303/577","2004","Plant"
"0401128A","2","9400201","303/577","2004","Plant"
"0401131A","2","9400430","EJULU","2004","Plant"
"0401131B","2","9400430","EJULU","2004","Plant"
"0401131C","2","9400430","EJULU","2004","Plant"
"0401131D","2","9400430","EJULU","2004","Plant"
"0401132A","2","9400430","EJULU","2004","Plant"
"0401132B","2","9400430","EJULU","2004","Plant"
"0401132C","2","9400430","EJULU","2004","Plant"
"0401136","2","9400430","EJULU","2004","Plant"
"0401140A","2","9400430","EJULU","2004","Plant"
"0401140B","2","9400430","EJULU","2004","Plant"
"0401140C","2","9400430","EJULU","2004","Plant"
"0401142","2","9400430","EJULU","2004","Plant"
"0401143A","2","9400430","EJULU","2004","Plant"
"0401143B","2","9400430","EJULU","2004","Plant"
"0401143D","2","9400430","EJULU","2004","Plant"
"0401149A","2","9400430","EJULU","2004","Plant"
"0401149B","2","9400430","EJULU","2004","Plant"
"0401151A","2","9400430","EJULU","2004","Plant"
"0401151B","2","9400430","EJULU","2004","Plant"
"0401153","2","9400430","EJULU","2004","Plant"
"0401156A","2","9400430","EJULU","2004","Plant"
"0401156B","2","9400430","EJULU","2004","Plant"
"0401156C","2","9400430","EJULU","2004","Plant"
"0401158A","2","9400430","EJULU","2004","Plant"
"0401159","2","9400430","EJULU","2004","Plant"
"0401162A","2","9400430","EJULU","2004","Plant"
"0401162B","2","9400430","EJULU","2004","Plant"
"0401162C","2","9400430","EJULU","2004","Plant"
"0401162D","2","9400430","EJULU","2004","Plant"
"0401166B","2","9400430","EJULU","2004","Plant"
"0401167A","2","9400430","EJULU","2004","Plant"
"0401167B","2","9400430","EJULU","2004","Plant"
"0401168A","2","9400430","EJULU","2004","Plant"
"0401174C","2","9400430","EJULU","2004","Plant"
"0401178A","2","9400430","EJULU","2004","Plant"
"0401178B","2","9400430","EJULU","2004","Plant"
"0401181A","2","9400430","EJULU","2004","Plant"
"0401181B","2","9400430","EJULU","2004","Plant"
"0401181C","2","9400430","EJULU","2004","Plant"
"0401182A","2","9400430","EJULU","2004","Plant"
"0401182D","2","9400430","EJULU","2004","Plant"
"0401186A","2","9400430","EJULU","2004","Plant"
"0401186B","2","9400430","EJULU","2004","Plant"
"0401186D","2","9400430","EJULU","2004","Plant"
"0401188A","2","9400430","EJULU","2004","Plant"
"0401193","2","9400430","EJULU","2004","Plant"
"0401194A","2","9400430","EJULU","2004","Plant"
"0401194B","2","9400430","EJULU","2004","Plant"
"0401194C","2","9400430","EJULU","2004","Plant"
"0401236A","2","9400258","6/8","2004","Plant"
"0401242","2","9400258","6/8","2004","Plant"
"0401273","2","9400201","303/577","2004","Plant"
"0401277","2","9400201","303/577","2004","Plant"
"0401281","2","9400201","303/577","2004","Plant"
"0401284B","2","9400201","303/577","2004","Plant"
"0401285","2","9400201","303/577","2004","Plant"
"0401288A","2","9400201","303/577","2004","Plant"
"0401288B","2","9400201","303/577","2004","Plant"
"0401293A","2","9400201","303/577","2004","Plant"
"0401295","2","9400201","303/577","2004","Plant"
"0401296A","2","9400201","303/577","2004","Plant"
"0401305A","2","9400201","303/577","2004","Plant"
"0401305B","2","9400201","303/577","2004","Plant"
"0401307","2","9400201","303/577","2004","Plant"
"0401310A","2","9400201","303/577","2004","Plant"
"0401310B","2","9400201","303/577","2004","Plant"
"0401311","2","9400201","303/577","2004","Plant"
"0401314A","2","9400201","303/577","2004","Plant"
"0401314B","2","9400201","303/577","2004","Plant"
"0401319","2","9400201","303/577","2004","Plant"
"0401327A","2","9400201","303/577","2004","Plant"
"0401327B","2","9400201","303/577","2004","Plant"
"0401328","2","9400201","303/577","2004","Plant"
"0401329","2","9400201","303/577","2004","Plant"
"0401330A","2","9400201","303/577","2004","Plant"
"0401340A","2","9400201","303/577","2004","Plant"
"0401340B","2","9400201","303/577","2004","Plant"
"0401351B","2","9400208","6/8","2004","Plant"
"0401351D","2","9400208","6/8","2004","Plant"
"0401357A","2","9400208","6/8","2004","Plant"
"0401364","2","9400208","6/8","2004","Plant"
"0401368B","2","9400208","6/8","2004","Plant"
"0401370A","2","9400208","6/8","2004","Plant"
"0401370B","2","9400208","6/8","2004","Plant"
"0401372A","2","9400430","EJULU","2004","Plant"
"0401372B","2","9400430","EJULU","2004","Plant"
"0401375","2","9400430","EJULU","2004","Plant"
"0401381A","2","9400430","EJULU","2004","Plant"
"0401381B","2","9400430","EJULU","2004","Plant"
"0401383A","2","9400430","EJULU","2004","Plant"
"0401383B","2","9400430","EJULU","2004","Plant"
"0401387B","2","9400430","EJULU","2004","Plant"
"0401388A","2","9400430","EJULU","2004","Plant"
"0401388B","2","9400430","EJULU","2004","Plant"
"0401392A","2","9400430","EJULU","2004","Plant"
"0401392B","2","9400430","EJULU","2004","Plant"
"0401394A","2","9400430","EJULU","2004","Plant"
"0401395A","2","9400430","EJULU","2004","Plant"
"0401395B","2","9400430","EJULU","2004","Plant"
"0401395C","2","9400430","EJULU","2004","Plant"
"0401395D","2","9400430","EJULU","2004","Plant"
"0401397A","2","9400430","EJULU","2004","Plant"
"0401397B","2","9400430","EJULU","2004","Plant"
"0401403","2","9400430","EJULU","2004","Plant"
"0401404A","2","9400430","EJULU","2004","Plant"
"0401404B","2","9400430","EJULU","2004","Plant"
"0401404C","2","9400430","EJULU","2004","Plant"
"0401407B","2","9400430","EJULU","2004","Plant"
"0401409A","2","9400430","EJULU","2004","Plant"
"0401409B","2","9400430","EJULU","2004","Plant"
"0401409C","2","9400430","EJULU","2004","Plant"
"0401411A","2","9400430","EJULU","2004","Plant"
"0401411B","2","9400430","EJULU","2004","Plant"
"0401415A","2","9400430","EJULU","2004","Plant"
"0401415B","2","9400430","EJULU","2004","Plant"
"0401415C","2","9400430","EJULU","2004","Plant"
"0401415D","2","9400430","EJULU","2004","Plant"
"0401417A","2","9400430","EJULU","2004","Plant"
"0401417D","2","9400430","EJULU","2004","Plant"
"0401420A","2","9400430","EJULU","2004","Plant"
"0401423A","2","9400430","EJULU","2004","Plant"
"0401425","2","9400430","EJULU","2004","Plant"
"0401427B","2","9400430","EJULU","2004","Plant"
"0401432A","2","9400430","EJULU","2004","Plant"
"0401432C","2","9400430","EJULU","2004","Plant"
"0401434","2","9400430","EJULU","2004","Plant"
"0401438A","2","9400430","EJULU","2004","Plant"
"0401438B","2","9400430","EJULU","2004","Plant"
"0401440A","2","9400430","EJULU","2004","Plant"
"0401440B","2","9400430","EJULU","2004","Plant"
"0401440C","2","9400430","EJULU","2004","Plant"
"0401441A","2","9400430","14/140","2004","Plant"
"0401441B","2","9400430","14/140","2004","Plant"
"0401441C","2","9400430","14/140","2004","Plant"
"0401441D","2","9400430","14/140","2004","Plant"
"0401443A","2","9400430","14/140","2004","Plant"
"0401443B","2","9400430","14/140","2004","Plant"
"0401443C","2","9400430","14/140","2004","Plant"
"0401446A","2","9400430","14/140","2004","Plant"
"0401448A","2","9400430","14/140","2004","Plant"
"0401448B","2","9400430","14/140","2004","Plant"
"0401448C","2","9400430","14/140","2004","Plant"
"0401451A","2","9400430","14/140","2004","Plant"
"0401451B","2","9400430","14/140","2004","Plant"
"0401453A","2","9400430","14/140","2004","Plant"
"0401457A","2","9400430","14/140","2004","Plant"
"0401457B","2","9400430","14/140","2004","Plant"
"0401457C","2","9400430","14/140","2004","Plant"
"0401460","2","9400430","14/140","2004","Plant"
"0401461A","2","9400430","14/140","2004","Plant"
"0401461B","2","9400430","14/140","2004","Plant"
"0401462B","2","9400430","14/140","2004","Plant"
"0401462C","2","9400430","14/140","2004","Plant"
"0401463A","2","9400430","14/140","2004","Plant"
"0401463B","2","9400430","14/140","2004","Plant"
"0401465","2","9400430","14/140","2004","Plant"
"0401466A","2","9400430","14/140","2004","Plant"
"0401466B","2","9400430","14/140","2004","Plant"
"0401470A","2","9400430","14/140","2004","Plant"
"0401470B","2","9400430","14/140","2004","Plant"
"0401470C","2","9400430","14/140","2004","Plant"
"0401470D","2","9400430","14/140","2004","Plant"
"0401472A","2","9400430","14/140","2004","Plant"
"0401472B","2","9400430","14/140","2004","Plant"
"0401473C","2","9400430","14/140","2004","Plant"
"0401473D","2","9400430","14/140","2004","Plant"
"0401474A","2","9400430","14/140","2004","Plant"
"0401475A","2","9400430","14/140","2004","Plant"
"0401475B","2","9400430","14/140","2004","Plant"
"0401475C","2","9400430","14/140","2004","Plant"
"0401477B","2","9400430","14/140","2004","Plant"
"0401479","2","9400430","14/140","2004","Plant"
"0401481A","2","9400430","14/140","2004","Plant"
"0401484A","2","9400430","14/140","2004","Plant"
"0401484B","2","9400430","14/140","2004","Plant"
"0401484C","2","9400430","14/140","2004","Plant"
"0401485A","2","9400430","14/140","2004","Plant"
"0401485B","2","9400430","14/140","2004","Plant"
"0401487A","2","9400430","14/140","2004","Plant"
"0401487B","2","9400430","14/140","2004","Plant"
"0401487C","2","9400430","14/140","2004","Plant"
"0401489A","2","9400430","14/140","2004","Plant"
"0401489B","2","9400430","14/140","2004","Plant"
"0401496","2","9400430","14/140","2004","Plant"
"0401501A","2","9400430","14/140","2004","Plant"
"0401501B","2","9400430","14/140","2004","Plant"
"0401502","2","9400430","14/140","2004","Plant"
"0401503","2","9400430","14/140","2004","Plant"
"0401505","2","9400430","14/140","2004","Plant"
"0401506A","2","9400430","14/140","2004","Plant"
"0401506B","2","9400430","14/140","2004","Plant"
"0401506C","2","9400430","14/140","2004","Plant"
"0401508","2","9400430","14/140","2004","Plant"
"0401515","2","9400201","6/8","2004","Plant"
"0401518B","2","9400201","6/8","2004","Plant"
"0401524B","2","9400201","6/8","2004","Plant"
"0401527","2","9400201","6/8","2004","Plant"
"0401541A","2","9400201","303/577","2004","Plant"
"0401541B","2","9400201","303/577","2004","Plant"
"0401541C","2","9400201","303/577","2004","Plant"
"0401541D","2","9400201","303/577","2004","Plant"
"0401542","2","9400201","303/577","2004","Plant"
"0401543","2","9400201","303/577","2004","Plant"
"0401551B","2","9400201","303/577","2004","Plant"
"0401554A","2","9400201","303/577","2004","Plant"
"0401554B","2","9400201","303/577","2004","Plant"
"0401566A","2","9400201","303/577","2004","Plant"
"0401571B","2","9400258","303/577","2004","Plant"
"0401585A","2","9400208","6/8","2004","Plant"
"0401590A","2","9400208","6/8","2004","Plant"
"0401590B","2","9400208","6/8","2004","Plant"
"0401590C","2","9400208","6/8","2004","Plant"
"0401603","2","9400208","6/8","2004","Plant"
"0401604","2","9400208","6/8","2004","Plant"
"0401605","2","9400208","6/8","2004","Plant"
"0401615","2","9400201","303/577","2004","Plant"
"0401616A","2","9400201","303/577","2004","Plant"
"0401616B","2","9400201","303/577","2004","Plant"
"0401618","2","9400201","303/577","2004","Plant"
"0401625","2","9400201","303/577","2004","Plant"
"0401627","2","9400201","303/577","2004","Plant"
"0401629A","2","9400201","303/577","2004","Plant"
"0401631A","2","9400201","303/577","2004","Plant"
"0401642","2","9400201","303/577","2004","Plant"
"0401644B","2","9400201","303/577","2004","Plant"
"0401651","2","9400208","303/577","2004","Plant"
"0401652A","2","9400208","303/577","2004","Plant"
"0401658A","2","9400208","303/577","2004","Plant"
"0401658B","2","9400208","303/577","2004","Plant"
"0401659A","2","9400208","303/577","2004","Plant"
"0401662","2","9400208","303/577","2004","Plant"
"0401664B","2","9400208","303/577","2004","Plant"
"0401681A","2","9400430","14/140","2004","Plant"
"0401681B","2","9400430","14/140","2004","Plant"
"0401687","2","9400430","14/140","2004","Plant"
"0401689","2","9400430","14/140","2004","Plant"
"0401692A","2","9400430","14/140","2004","Plant"
"0401692B","2","9400430","14/140","2004","Plant"
"0401693A","2","9400430","14/140","2004","Plant"
"0401693B","2","9400430","14/140","2004","Plant"
"0401695B","2","9400430","14/140","2004","Plant"
"0401702A","2","9400430","14/140","2004","Plant"
"0401702B","2","9400430","14/140","2004","Plant"
"0401702C","2","9400430","14/140","2004","Plant"
"0401702D","2","9400430","14/140","2004","Plant"
"0401702E","2","9400430","14/140","2004","Plant"
"0401703A","2","9400430","14/140","2004","Plant"
"0401703B","2","9400430","14/140","2004","Plant"
"0401704A","2","9400430","14/140","2004","Plant"
"0401706B","2","9400430","14/140","2004","Plant"
"0401710","2","9400430","14/140","2004","Plant"
"0401712A","2","9400430","14/140","2004","Plant"
"0401712B","2","9400430","14/140","2004","Plant"
"0401712D","2","9400430","14/140","2004","Plant"
"0401712E","2","9400430","14/140","2004","Plant"
"0401713","2","9400430","14/140","2004","Plant"
"0401714A","2","9400430","14/140","2004","Plant"
"0401714C","2","9400430","14/140","2004","Plant"
"0401715A","2","9400430","14/140","2004","Plant"
"0401715B","2","9400430","14/140","2004","Plant"
"0401715C","2","9400430","14/140","2004","Plant"
"0401717A","2","9400430","14/140","2004","Plant"
"0401717B","2","9400430","14/140","2004","Plant"
"0401718B","2","9400430","14/140","2004","Plant"
"0401720","2","9400430","14/140","2004","Plant"
"0401726A","2","9400430","14/140","2004","Plant"
"0401726B","2","9400430","14/140","2004","Plant"
