ID	Female_parent	Male_parent
0405105b	9400430	13/005
0405111a	9400430	13/005
0405111c	9400430	13/005
0405111d	9400430	13/005
0405111e	9400430	13/005
0405112c	9400430	13/005
0405113b	9400430	13/005
0405114a	9400430	13/005
0405114b	9400430	13/005
0405116a	9400430	13/005
0405117a	9400430	13/005
0405117b	9400430	13/005
0405203a	9400248	MRTM1
0405203b	9400248	MRTM1
0405207a	9400248	MRTM1
0405207c	9400248	MRTM1
0405209a	9400248	MRTM1
0405209b	9400248	MRTM1
0405209d	9400248	MRTM1
0405209e	9400248	MRTM1
0405213a	9400248	MRTM1
0405213b	9400248	MRTM1
0405222a	9400248	MRTM1
0405222b	9400248	MRTM1
0405224a	9400248	MRTM1
0405224b	9400248	MRTM1
0405266a	9400208	9400225
0405266b	9400208	9400225
0405268b	9400208	9400225
0405282a	9400430	9400225
0405282b	9400430	9400225
0405284a	9400430	9400225
0405284b	9400430	9400225
0405287a1	9400430	9400225
0405287a2	9400430	9400225
0405287c	9400430	9400225
0405287d	9400430	9400225
0405294a	9400430	9400225
0405294b	9400430	9400225
0405294c	9400430	9400225
0405294d	9400430	9400225
0405296a	9400430	9400225
0405322b	9400201	9400430
0405322c	9400201	9400430
0405324a	9400201	9400430
0405328b	9400201	9400430
0405330a	9400201	9400430
0405335b	9400258	303/577
0405393a	9400208	16/163
0405394a	9400208	16/163
0405394b	9400208	16/163
0405394c	9400208	16/163
0405395a	9400208	16/163
0405395c	9400208	16/163
0405397c	9400208	16/163
0405408b	9400208	16/163
0405428a	9400248	MRTM1
0405429b	9400248	MRTM1
0405436a	9400248	MRTM1
0405436b	9400248	MRTM1
0405450a	9400248	MRTM1
0405450b	9400248	MRTM1
0405450e	9400248	MRTM1
0405450f	9400248	MRTM1
0405451a	9400258	9400430
0405451b	9400258	9400430
0405491a	9400248	MRTM1
0405491b	9400248	MRTM1
0405491c	9400248	MRTM1
0405491d	9400248	MRTM1
0405491e	9400248	MRTM1
0405494a	9400248	MRTM1
0405494b	9400248	MRTM1
0405495a	9400248	MRTM1
0405495b	9400248	MRTM1
0405495c	9400248	MRTM1
0405497a	9400248	MRTM1
0405497b	9400248	MRTM1
0405499a	9400248	MRTM1
0405499b	9400248	MRTM1
0405500a	9400248	MRTM1
0405500c	9400248	MRTM1
0405503b	9400248	MRTM1
0405505a	9400248	MRTM1
0405506a	9400248	MRTM1
0405507a	9400248	MRTM1
0405512a	9400248	MRTM1
0405512b	9400248	MRTM1
0405513a	9400248	MRTM1
0405513b	9400248	MRTM1
0405543a	9400430	9400225
0405543c	9400430	9400225
0405545a	9400430	9400225
0405546b	9400430	9400225
0405553a	9400430	9400225
0405553b	9400430	9400225
0405553d1	9400430	9400225
0405555a	9400430	9400225
0405556a	9400430	9400225
0405556b	9400430	9400225
0405556c	9400430	9400225
0405557a	9400430	9400225
0405557b	9400430	9400225
0405559a	9400430	9400225
0405559b	9400430	9400225
0405559c	9400430	9400225
0405559d	9400430	9400225
0405599b	9400248	MRTM1
0405599c	9400248	MRTM1
0405602a	9400248	MRTM1
0405602b	9400248	MRTM1
0405603a	9400248	MRTM1
0405610a	9400248	MRTM1
0405612a	9400248	MRTM1
0405612b	9400248	MRTM1
0405615a	9400248	MRTM1
0405617a	9400248	MRTM1
0405617b	9400248	MRTM1
0405620a	9400248	MRTM1
0405623a	9400248	MRTM1
0405623c	9400248	MRTM1
0405630a	9400248	MRTM1
0405630c	9400248	MRTM1
0405632a	9400248	MRTM1
0405632b	9400248	MRTM1
0405632c	9400248	MRTM1
0405634a	9400248	MRTM1
0405634b	9400248	MRTM1
0405636a	9400248	MRTM1
0405636b	9400248	MRTM1
0405636c	9400248	MRTM1
0405646a	9400248	MRTM1
0405650a	9400248	MRTM1
0405656a	9400201	10/3
0405656b	9400201	10/3
0405656c	9400201	10/3
0405661a	9400430	13/005
0405661b	9400430	13/005
0405661c	9400430	13/005
0405662a	9400430	13/005
0405662b	9400430	13/005
0405662c	9400430	13/005
0405665a	9400430	13/005
0405668a	9400430	13/005
0405670a	9400430	13/005
0405670b	9400430	13/005
0405673a	9400430	13/005
0405673b	9400430	13/005
0405687a	9400430	13/005
0405687b	9400430	13/005
0405687c	9400430	13/005
0405689a	9400430	13/005
0405692a	9400430	13/005
0405692b	9400430	13/005
0405692c	9400430	13/005
0405692d	9400430	13/005
0405693a	9400430	13/005
0405693b	9400430	13/005
0405693c	9400430	13/005
0405697a	9400430	13/005
0405698a	9400430	13/005
0405700a	9400430	13/005
0405700b	9400430	13/005
0405701a	9400430	13/005
0405702a	9400430	13/005
0405702b	9400430	13/005
0405702d	9400430	13/005
0405703a	9400430	13/005
0405703b	9400430	13/005
0405703c	9400430	13/005
0405704a	9400430	13/005
0405704b	9400430	13/005
0405707a	9400430	13/005
0405707c	9400430	13/005
0405709a	9400430	13/005
0405709b	9400430	13/005
0405715a	9400430	13/005
0405715b	9400430	13/005
0405715c	9400430	13/005
0405715d	9400430	13/005
0405715e	9400430	13/005
0405715f	9400430	13/005
0405717a	9400430	13/005
0405717b	9400430	13/005
0405750a	9400201	10/3
0405750b	9400201	10/3
0405754a	9400201	10/3
0405863a	9400258	9400430
0405863b	9400258	9400430
0405870a	9400258	9400430
0405883a	9400201	10/3
0405884a	9400201	10/3
0405884b	9400201	10/3
0405897b	9400201	10/3
0405901a	9400201	10/3
0405901b	9400201	10/3
0405901c	9400201	10/3
0405905a	9400201	10/3
0405905b	9400201	10/3
0405926a	9400201	10/3
0405926b	9400201	10/3
0405931a	9400201	10/3
0405941a	14/140	9400225
0405941b	14/140	9400225
0405947a	14/140	9400225
0405947b	14/140	9400225
0405947c	14/140	9400225
0405949a	14/140	9400225
0405949b	14/140	9400225
0405956a	14/140	9400225
0405956c	14/140	9400225
0405971a	9400430	13/005
0405972a	9400430	13/005
0405973b	9400430	13/005
0405973c	9400430	13/005
0405974a	9400430	13/005
0405975a	9400430	13/005
0405976a	9400430	13/005
0405976b	9400430	13/005
0405979b	9400430	13/005
0405980a	9400430	13/005
0405980c	9400430	13/005
0405985b	9400430	13/005
0405985c	9400430	13/005
0405985d	9400430	13/005
0405985e	9400430	13/005
0405987a	9400430	13/005
0405987b	9400430	13/005
0405987c	9400430	13/005
0405988a	9400430	13/005
0405988b	9400430	13/005
0405988c	9400430	13/005
0405988d	9400430	13/005
0405991a	9400430	13/005
0405991b	9400430	13/005
0405991c	9400430	13/005
0405998a	9400430	13/005
0405998b	9400430	13/005
0405999a	9400430	13/005
0405999b	9400430	13/005
0406001a	9400430	13/005
0406001b	9400430	13/005
0406004a	9400430	13/005
0406004b	9400430	13/005
0406004c	9400430	13/005
0406005a	9400430	13/005
0406005b	9400430	13/005
0406006a	9400430	13/005
0406009a	9400430	13/005
0406017a	9400201	10/3
0406019a	9400201	10/3
0406019b	9400201	10/3
0406023a	9400201	10/3
0406036a	9400201	10/3
0406036b	9400201	10/3
0406041a	9400430	13/005
0406041b	9400430	13/005
0406053a	9400430	13/005
0406053b	9400430	13/005
0406054a	9400430	13/005
0406054b	9400430	13/005
0406077a	9400430	9400225
0406077b	9400430	9400225
0406128a	9400208	9400225
0406128c	9400208	9400225
0406129b	9400208	9400225
0406129c	9400208	9400225
0406143a	9400430	13/005
0406143b	9400430	13/005
0406143c	9400430	13/005
0406150a	9400430	13/005
0406150b	9400430	13/005
0406150c	9400430	13/005
0406185a	9400201	EJULU
0406185c	9400201	EJULU
0406187a	9400201	EJULU
0406187b	9400201	EJULU
0406187c	9400201	EJULU
0406188a	9400201	EJULU
0406189a	9400201	EJULU
0406200a	9400201	EJULU
0406200b	9400201	EJULU
0406207b	9400201	9400430
0406208a	9400201	9400430
0406208b	9400201	9400430
0406210a	9400201	9400430
0406210b	9400201	9400430
0406215a	9400201	9400430
0406219a	9400201	9400430
0406219b	9400201	9400430
0406220a	9400201	9400430
0406224a	9400201	9400430
0406237a	9400201	9400430
0406237b	9400201	9400430
0406247a	9400201	9400430
0406250b	9400201	9400430
0406278a	9400258	13/005
0406278b	9400258	13/005
0406291a	9400208	9400225
0406291b	9400208	9400225
0406295a	9400208	9400225
0406295b	9400208	9400225
0406308a	9400208	9400225
0406308b	9400208	9400225
0406313b	9400208	9400225
0406318a	9400208	9400225
0406328a	9400208	9400225
0406328b	9400208	9400225
0406330b	9400208	9400225
0406338a	9400208	9400225
0406338b	9400208	9400225
0406348b	9400201	9400430
0406393a	9400258	10/3
0406601a1	9400430	9400201
0406601a2	9400430	9400201
0406601b	9400430	9400201
0406603a	9400430	9400201
0406603b	9400430	9400201
0406608a	9400430	9400201
0406608b	9400430	9400201
0406616a	9400430	9400201
0406616b	9400430	9400201
0406643a	9400430	9400201
0406650b	9400430	9400201
0406650c	9400430	9400201
0406662a	9400430	9400201
0406662b	9400430	9400201
0406668b	9400430	9400201
0406672a	9400430	9400201
0406672b	9400430	9400201
0406675a1	9400430	9400201
0406675a2	9400430	9400201
0406675b	9400430	9400201
0406675c	9400430	9400201
0406675d	9400430	9400201
0406675e	9400430	9400201
0406690b	9400430	9400201
0406690c	9400430	9400201
0406697a	9400430	9400201
0406751b	9400201	9400430
0406758a	9400201	9400430
0406765a	9400201	9400430
0406770a	9400201	9400430
0406770b	9400201	9400430
0406773b	9400201	9400430
0406774a	9400201	9400430
0406774b	9400201	9400430
0406776b	9400201	9400430
0406776c	9400201	9400430
0406778a	9400201	9400430
0406778b	9400201	9400430
0406779a	9400201	9400430
0406780a	9400201	9400430
0406780b	9400201	9400430
0406783b	9400201	9400430
0406811b	9400208	16/163
0406812a	9400208	16/163
0406815a	9400208	16/163
0406815b	9400208	16/163
0406826a	9400208	16/163
0406826b	9400208	16/163
0406834a	9400208	9400201
0406834b	9400208	9400201
0406842a	9400208	9400201
0406849a	9400208	9400201
0406849b	9400208	9400201
0406909b	9400201	14/140
0406911a	9400201	14/140
0406911b	9400201	14/140
0406913a	9400201	14/140
0406913b	9400201	14/140
0406919a	9400201	14/140
0406919b	9400201	14/140
0406955a	9400208	9400201
0406955b	9400208	9400201
0406960a	9400208	9400201
0406960c	9400208	9400201
0406969a	9400208	9400201
0406969b	9400208	9400201
0406973a	9400208	9400201
0406976a	9400208	9400201
0406978a	9400208	9400201
0406978b	9400208	9400201
0406978c	9400208	9400201
0407051b	9400201	10/3
0407076a	9400201	14/140
0407080a	9400201	14/140
0407080b	9400201	14/140
0407086a	9400201	14/140
0407086b	9400201	14/140
0407087c	9400201	14/140
0407092b	9400201	14/140
0407093a	9400201	14/140
0407093b	9400201	14/140
0407148a	9400258	10/3
0407148b	9400258	10/3
0407148c	9400258	10/3
0407163a	9400430	9400231
0407163b	9400430	9400231
0407163c	9400430	9400231
0407165a	9400430	9400231
0407166b	9400430	9400231
0407173a	9400430	9400231
0407173b	9400430	9400231
0407173c	9400430	9400231
0407173d	9400430	9400231
0407181b	9400430	9400231
0407183a	9400430	9400231
0407185b	9400430	9400231
0407185c	9400430	9400231
0407187a	9400430	9400231
0407187b	9400430	9400231
0407193a	9400430	9400231
0407194a	9400430	9400231
0407194b	9400430	9400231
0407194c	9400430	9400231
0407194d	9400430	9400231
0407208a	9400430	9400231
0407208b	9400430	9400231
0407209a	9400430	9400231
0407209b	9400430	9400231
0407210a	9400430	9400231
0407210b	9400430	9400231
0407210c	9400430	9400231
0407213a	9400430	9400231
0407213b	9400430	9400231
0407217a	9400430	9400231
0407219a	9400430	9400231
0407219c	9400430	9400231
0407224a	9400208	16/163
0407229a	9400208	16/163
0407229b	9400208	16/163
0407233a	9400208	16/163
0407233b	9400208	16/163
0407237a	9400208	16/163
0407242a	9400208	16/163
0407242c	9400208	16/163
0407242d	9400208	16/163
0407330a	9400201	14/140
0407330b	9400201	14/140
0407402a	9400208	9400201
0407413a	9400208	9400201
0407413b	9400208	9400201
0407423b	9400208	9400201
0407424a	9400208	9400201
0407430a	9400208	9400201
0407462a	9400430	9400231
0407462b	9400430	9400231
0407462c	9400430	9400231
0407463a	9400430	9400231
0407468a	9400430	9400231
0407468b	9400430	9400231
0407471a	9400430	9400231
0407471b	9400430	9400231
0407474b	9400430	9400231
0407482c	9400430	9400231
0407482d	9400430	9400231
0407491a	9400430	9400231
0407494a	9400430	9400231
0407494b	9400430	9400231
0407498a	9400430	9400231
0407498b	9400430	9400231
0407498c	9400430	9400231
0407499c	9400430	9400231
0407504b	9400430	9400231
0407504c	9400430	9400231
0407508a	9400430	9400231
0407508b	9400430	9400231
0407512a	9400430	9400231
0407512b	9400430	9400231
0407512c	9400430	9400231
0407514a	9400430	9400231
0407516a	9400430	9400231
0407516b	9400430	9400231
0407563a	9400201	14/140
0407563b	9400201	14/140
0407564a	9400201	14/140
0407564b	9400201	14/140
0407565a	9400201	14/140
0407565b	9400201	14/140
0407581a	9400201	14/140
0407583a	9400201	14/140
0407584a	9400201	14/140
0407585a	9400201	14/140
0407598a	9400208	9400201
0407600b	9400208	9400201
0407600c	9400208	9400201
0407600d	9400208	9400201
0407605a	9400208	9400201
0407605b	9400208	9400201
0407606a	9400208	9400201
0407606b	9400208	9400201
0407610b	9400208	9400201
0407613a	9400208	9400201
0407613b	9400208	9400201
0407614a	9400208	9400201
0407614b	9400208	9400201
0407621a	9400208	9400201
0407621c	9400208	9400201
0407627b	9400208	9400201
0407702a	9400208	9400201
0407709b	9400208	9400201
0407742a	9400201	14/140
0407742b	9400201	14/140
0407744a	9400201	14/140
0407744b	9400201	14/140
0407745b	9400201	14/140
0407747a	9400201	14/140
0407747b	9400201	14/140
0407748a	9400201	14/140
0407748b	9400201	14/140
0407749a	9400201	14/140
0407749b	9400201	14/140
0407767a	9400201	14/140
0407769a	9400201	14/140
0407770a	9400201	14/140
0407770b	9400201	14/140
0407835a	9400201	14/140
0407835b	9400201	14/140
0407835c	9400201	14/140
0407862b	9400208	9400201
0407863b	9400208	9400201
0407863c	9400208	9400201
0407872a	9400208	9400201
0407872b	9400208	9400201
0407875a	9400208	9400201
0407904a	9400258	14/140
0407904b	9400258	14/140
0407961a	9400201	14/140
0407962a	9400201	14/140
0407962b	9400201	14/140
0407962c	9400201	14/140
0407974a	9400201	14/140
0407974b	9400201	14/140
0407974c	9400201	14/140
0407989b	9400201	14/140
0407989c	9400201	14/140
0408001a	9400201	14/140
0408020a	9400208	9400201
0408157c	9400258	14/140
0408191a	BB35	9400208
0408191b	BB35	9400208
0408194a	BB35	9400208
0408195a	BB35	9400208
0408195b	BB35	9400208
0408202a	BB35	9400208
0408202b	BB35	9400208
0408202c	BB35	9400208
0408207a	BB35	9400208
0408207b	BB35	9400208
0408208a	BB35	9400208
0408208b	BB35	9400208
0408218a	BB35	9400208
0408218b	BB35	9400208
0408218c	BB35	9400208
0408230a	BB35	9400208
0408230b	BB35	9400208
0408231a	BB35	9400208
0408308c	9400225	6/8
0408344a	BB35	9400208
0408344b	BB35	9400208
0408377a	BB35	9400208
0408377b	BB35	9400208
0408402a	9400208	14/140
0408402b	9400208	14/140
0408406a	9400208	14/140
0408406b	9400208	14/140
0408417b	9400208	14/140
0408525a	BB35	9400208
0408525b	BB35	9400208
0408532a	BB35	9400208
0408532b	BB35	9400208
0408534a	BB35	9400208
0408534b	BB35	9400208
0408534c	BB35	9400208
0408537a	BB35	9400208
0408537b	BB35	9400208
0408568a	9400258	14/140
0408568b	9400258	14/140
0408629a	9400208	14/140
0408629b	9400208	14/140
0408629c	9400208	14/140
0408645a	BB35	9400208
0408645b	BB35	9400208
0408646b	BB35	9400208
0408648b	BB35	9400208
0408651a	BB35	9400208
0408651b	BB35	9400208
0408663a	9400201	9400258
0408663b	9400201	9400258
0408664a	9400201	9400258
0408664b	9400201	9400258
0408669a	9400201	9400258
0408669b	9400201	9400258
0408678a	9400201	9400258
0408681a	9400201	9400258
0408681b	9400201	9400258
0408689a	9400201	9400258
0408689b	9400201	9400258
0408723a	9400201	13/005
0408723b	9400201	13/005
0408732a	9400201	13/005
0408732b	9400201	13/005
0408743a	9400201	13/005
0408743b	9400201	13/005
0408749b	9400208	14/140
0408749c	9400208	14/140
0408803a	BB35	9400208
0408803b	BB35	9400208
0408803c	BB35	9400208
0408807a	BB35	9400208
0408807b	BB35	9400208
0408810a	BB35	9400208
0408814a	BB35	9400208
0408814b	BB35	9400208
0408819a	BB35	9400208
0408819b	BB35	9400208
0408819c	BB35	9400208
0408826a	BB35	9400208
0408826b	BB35	9400208
0408827a	BB35	9400208
0408827b	BB35	9400208
0408835a	BB35	9400208
0408835b	BB35	9400208
0408840a	BB35	9400208
0408840b	BB35	9400208
0408850a	BB35	9400258
0408850b	BB35	9400258
0408851a	BB35	9400258
0408851b	BB35	9400258
0408851c	BB35	9400258
0408902b	BB35	9400258
0408908a	BB35	9400258
0408908b	BB35	9400258
0408949a	6/8	9400225
0408949b	6/8	9400225
0408952a	6/8	9400225
0408952b	6/8	9400225
0408982a	BB35	9400258
0408982b	BB35	9400258
0409008a	BB35	9400258
0409008b	BB35	9400258
0409021a	BB35	9400258
0409021b	BB35	9400258
0409022a	BB35	9400258
0409022b	BB35	9400258
0409030a	BB35	9400258
0409030b	BB35	9400258
0409041a	BB35	9400258
0409041c	BB35	9400258
0409053a	6/8	9400225
0409053b	6/8	9400225
0409094a	9400201	13/005
0409094b	9400201	13/005
0409116a	9400201	13/005
0409185b	9400201	13/005
0409189b	9400201	13/005
0409196a	9400201	13/005
0409196b	9400201	13/005
0409197a	9400201	13/005
0409197b	9400201	13/005
0409224a	9400201	9400258
0409224b	9400201	9400258
0409226a	9400201	9400258
0409226b	9400201	9400258
0409284a	BB35	9400258
0409284b	BB35	9400258
0409292a	6/8	9400225
0409292b	6/8	9400225
0409300b	6/8	9400225
0409300c	6/8	9400225
0409301a	6/8	9400225
0409306a	6/8	9400225
0409306b	6/8	9400225
0409308a	6/8	9400225
0409308b	6/8	9400225
0409355a	9400201	13/005
0409360a	9400201	13/005
0409382b	9400201	13/005
0409408b	9400208	14/140
0409409a	9400208	14/140
0409409c	9400208	14/140
0409417a	6/8	9400225
0409419a	6/8	9400225
0409419b	6/8	9400225
0409419c	6/8	9400225
0409421a	6/8	9400225
0409421b	6/8	9400225
0409425a	6/8	9400225
0409425c	6/8	9400225
0409426a	6/8	9400225
0409427a	6/8	9400225
0409427b	6/8	9400225
0409427c	6/8	9400225
0409428a	6/8	9400225
0409428b	6/8	9400225
0409510a	9400208	13/005
0409517a	9400201	9400258
0409517b	9400201	9400258
0409545a	9400201	9400258
0409545b	9400201	9400258
0409585a	9400208	EJULU
0409585b	9400208	EJULU
0409586a	9400208	EJULU
0409586b	9400208	EJULU
0409586c	9400208	EJULU
0409594a	9400208	EJULU
0409595a	9400208	EJULU
0409595b	9400208	EJULU
0409712b	13/005	9400208
0409713c	13/005	9400208
0409713d	13/005	9400208
0409713e	13/005	9400208
0409715a	13/005	9400208
0409715b	13/005	9400208
0409718a	13/005	9400208
0409718b	13/005	9400208
0409720a	13/005	9400208
0409720b	13/005	9400208
0409720c	13/005	9400208
0409869a	9400201	9400258
0409869b	9400201	9400258
0409909a	9400201	9400258
0409909b	9400201	9400258
0409909c	9400201	9400258
0409927b	9400208	303/577
0409961b	13/005	9400208
0409961c	13/005	9400208
0410061a	13/005	9400208
0410061b	13/005	9400208
0410061c	13/005	9400208
0410062a	13/005	9400208
0410067b	13/005	9400208
048031b1	1602/7	MRTM1
048032b2	1602/7	MRTM1
0500028a	9400258	9400225
0500055a	9400340	9400225
0500055b	9400340	9400225
0500099a	9400340	9400225
0500099b	9400340	9400225
0500111b	6/8	9400225
0500111c	6/8	9400225
0500114a	6/8	9400225
0500114b	6/8	9400225
0500114c	6/8	9400225
0500117a	6/8	9400225
0500117b	6/8	9400225
0500118c	6/8	9400225
0500120a	6/8	9400225
0500120b	6/8	9400225
0500120c	6/8	9400225
0500127a	6/8	9400225
0500127b	6/8	9400225
0500127c	6/8	9400225
0500127d	6/8	9400225
0500128a	6/8	9400225
0500128b	6/8	9400225
0500129a	6/8	9400225
0500129b	6/8	9400225
0500129c	6/8	9400225
0500140a	9400258	9400225
0500140b	9400258	9400225
0500159a	9400258	9400225
0500177a	6/8	9400225
0500177b	6/8	9400225
0500177c	6/8	9400225
0500181a	6/8	9400225
0500181b	6/8	9400225
0500184c	6/8	9400225
0500185a	6/8	9400225
0500185b	6/8	9400225
0500230a	9400258	9400225
0500242a	9400340	9400225
0500242b	9400340	9400225
0500246a	9400340	9400225
0500246b	9400340	9400225
0500250a	9400340	9400225
0500260c	9400258	9400225
0500267b	9400258	9400225
0500298b	9400340	9400225
0500368a	9400258	9501221
0500371a	9400258	9501221
0500379a	9400258	9501221
0500379b	9400258	9501221
0500392b	9400258	9501221
0500401a	9400258	9501221
0500401b	9400258	9501221
0500405a	9400258	9501221
0500405b	9400258	9501221
0500419a	9400340	9400225
0500419b	9400340	9400225
0500430a	9400340	9400225
0500430b	9400340	9400225
0500432a	9400258	6/8
0500432b	9400258	6/8
0500451a	9400258	6/8
0500451b	9400258	6/8
0500460a	9400258	6/8
0500460b	9400258	6/8
0500465a	9400258	6/8
0500465b	9400258	6/8
0500465c	9400258	6/8
0500465d	9400258	6/8
0500465e	9400258	6/8
0500475a	9400258	6/8
0500475b	9400258	6/8
0500476a	9400258	6/8
0500476b	9400258	6/8
0500476c	9400258	6/8
0500478a	9400258	6/8
0500504a	9400258	6/8
0500510b	9400258	6/8
0500512a	9400258	6/8
0500512b	9400258	6/8
0500533a	9400258	6/8
0500533c	9400258	6/8
0500535a	9400258	6/8
0500535b	9400258	6/8
0500568b	9400258	9501221
0500574a	9400258	9501221
0500580b	9400258	9501221
0500581a	9400258	9501221
0500581b	9400258	9501221
0500585b	9400258	9501221
0500622b	9501702	9400225
0500633a	9501702	9400225
0500640b	9400340	9400225
0500652a	9400340	9400225
0500660a	9400340	9400225
0500662c	9400340	9400225
0500664a	9400340	9400225
0500664b	9400340	9400225
0500676a	9400258	9501221
0500677a	9400258	9501221
0500677b	9400258	9501221
0500704a	9400258	9501221
0500704b	9400258	9501221
0500727a	9400258	6/8
0500727d	9400258	6/8
0500736a	9400258	6/8
0500746a	9400340	9400225
0500746b	9400340	9400225
0500766a	9400340	9400225
0500771a	9400258	6/8
0500773a	9400258	6/8
0500773b	9400258	6/8
0500776a	9400258	6/8
0500776b	9400258	6/8
0500776c	9400258	6/8
0500789a	9400258	6/8
0500789b	9400258	6/8
0500789c	9400258	6/8
0500791b	9400258	6/8
0500792a	9400258	6/8
