	ID	Female_parent	Male_parent
14016	0304324C	EJULU	S15/10
14017	0304327A	EJULU	S15/10
14018	0304328A	EJULU	S15/10
14019	0304328B	EJULU	S15/10
14020	0304329A	EJULU	S15/10
14021	0304329B	EJULU	15/10
14022	0304332A	EJULU	15/10
14023	0304335A	EJULU	S15/10
14024	0304335B	EJULU	15/10
14025	0304335C	EJULU	S15/10
14026	0304339A	EJULU	15/10
14027	0304339B	EJULU	15/10
14028	0304344A	16/163	10/3
14029	0304346B	16/163	10/3
14030	0304347A	16/163	10/3
14031	0304355A	16/163	10/3
14032	0304355B	16/163	10/3
14033	0304360A	16/163	10/3
14034	0304360B	16/163	10/3
14035	0304360C	16/163	10/3
14036	0304363A	16/163	10/3
14037	0304363B	16/163	10/3
14038	0304364A	16/163	10/3
14039	0304365A	16/163	10/3
14040	0304365B	16/163	10/3
14041	0304365C	16/163	10/3
14042	0304371A	16/163	10/3
14043	0304371B	16/163	10/3
14044	0304375A	16/163	10/3
14045	0304378A	16/163	10/3
14046	0304378B	16/163	10/3
14047	0304385A	16/163	10/3
14048	0304385B	16/163	10/3
14049	0304386A	16/163	10/3
14050	0304386B	16/163	10/3
14051	0304386C	16/163	10/3
14052	0304387A	16/163	10/3
14053	0304387B	16/163	10/3
14054	0304387C	16/163	10/3
14055	0304391A	16/163	10/3
14056	0304391B	16/163	10/3
14057	0304392A	16/163	10/3
14058	0304393A	16/163	10/3
14059	0304393B	16/163	10/3
14060	0304396A	16/163	10/3
14061	0304396B	16/163	10/3
14062	0304403A	16/163	10/3
14063	0304403B	16/163	10/3
14064	0304404A	16/163	10/3
14065	0304404B	16/163	10/3
14066	0304404C	16/163	10/3
14067	0304405A	16/163	10/3
14068	0304405B	16/163	10/3
14069	0304406A	16/163	10/3
14070	0304406B	16/163	10/3
14071	0304406C	16/163	10/3
14072	0304406D	16/163	10/3
14073	0304407A	16/163	10/3
14074	0304407B	16/163	10/3
14075	0304408A	16/163	10/3
14076	0304408B	16/163	10/3
14077	0304409A	16/163	10/3
14078	0304411A	EJULU	S15/10
14079	0304411C	EJULU	15/10
14080	0304415A	EJULU	S15/10
14081	0304415B	EJULU	S15/10
14082	0304415C	EJULU	15/10
14083	0304415D	EJULU	15/10
14084	0304415E	EJULU	S15/10
14085	0304419A	EJULU	S15/10
14086	0304419B	EJULU	S15/10
14087	0304419D	EJULU	S15/10
14088	0304421A	EJULU	15/10
14089	0304421B	EJULU	15/10
14090	0304421C	EJULU	S15/10
14091	0304421D	EJULU	15/10
14092	0304421E	EJULU	S15/10
14093	0304483A	16/163	10/3
14094	0304489A	16/163	10/3
14095	0304491A	16/163	10/3
14096	0304491B	16/163	10/3
14097	0304494A	16/163	10/3
14098	0304494B	16/163	10/3
14099	0304496A	16/163	10/3
14100	0304496B	16/163	10/3
14101	0304496C	16/163	10/3
14102	0304497A	16/163	10/3
14103	0304497B	16/163	10/3
14104	0304498A	16/163	10/3
14105	0304498B	16/163	10/3
14106	0304499A	16/163	10/3
14107	0304499B	16/163	10/3
14108	0304501A	16/163	10/3
14109	0304501B	16/163	10/3
14110	0304502A	16/163	10/3
14111	0304503A	16/163	10/3
14112	0304503B	16/163	10/3
14113	0304504A	16/163	10/3
14114	0304504B	16/163	10/3
14115	0304505A	16/163	10/3
14116	0304505B	16/163	10/3
14117	0304509A	16/163	10/3
14118	0304509B	16/163	10/3
14119	0304510A	16/163	10/3
14120	0304510B	16/163	10/3
14121	0304512A	16/163	10/3
14122	0304512B	16/163	10/3
14123	0304512C	16/163	10/3
14124	0304512D	16/163	10/3
14125	0304513A	16/163	10/3
14126	0304514A	16/163	10/3
14127	0304514B	16/163	10/3
14128	0304518A	16/163	10/3
14129	0304523A	16/163	10/3
14130	0304523B	16/163	10/3
14131	0304525A	16/163	10/3
14132	0304525B	16/163	10/3
14133	0304525D	16/163	10/3
14134	0304526A	16/163	10/3
14135	0304529A	16/163	10/3
14136	0304529B	16/163	10/3
14137	0304529C	16/163	10/3
14138	0304536A	16/163	10/3
14139	0304537A	16/163	10/3
14140	0304537B	16/163	10/3
14141	0304541B	16/163	10/3
14142	0304542A	16/163	10/3
14143	0304542B	16/163	10/3
14144	0304542C	16/163	10/3
14145	0304545A	16/163	10/3
14146	0304545C	16/163	10/3
14147	0304545D	16/163	10/3
14148	0304547B	16/163	10/3
14149	0304547C	16/163	10/3
14150	0304550A	16/163	10/3
14151	0304550B	16/163	10/3
14152	0304550C	16/163	10/3
14153	0304555A	EJULU	14/140
14154	0304555B	EJULU	14/140
14155	0304555C	EJULU	14/140
14156	0304557B	EJULU	14/140
14157	0304558B	EJULU	14/140
14158	0304562A	EJULU	14/140
14159	0304563A	EJULU	14/140
14160	0304563B	EJULU	14/140
14161	0304565A	EJULU	14/140
14162	0304565B	EJULU	14/140
14163	0304577A	EJULU	14/140
14164	0304577B	EJULU	14/140
14165	0304577D	EJULU	14/140
14166	0304577E	EJULU	14/140
14167	0304578C	EJULU	14/140
14168	0304586A	EJULU	14/140
14169	0304586B	EJULU	14/140
14170	0304613C	EJULU	14/140
14171	0304614A	EJULU	14/140
14172	0304614B	EJULU	14/140
14173	0304614C	EJULU	14/140
14174	0304618A	EJULU	14/140
14175	0304618B	EJULU	14/140
14176	0304618C	EJULU	14/140
14177	0304618D	EJULU	14/140
14178	0304626A	16/163	10/3
14179	0304629A	16/163	10/3
14180	0304629B	16/163	10/3
14181	0304632A	16/163	864
14182	0304632B	16/163	864
14183	0304632C	16/163	864
14184	0304632D	16/163	864
14185	0304633A	16/163	864
14186	0304633C	16/163	864
14187	0304634A	16/163	864
14188	0304634B	16/163	864
14189	0304636C	16/163	864
14190	0304642A	16/163	864
14191	0304642B	16/163	864
14192	0304647A	16/163	864
14193	0304648A	16/163	864
14194	0304648B	16/163	864
14195	0304652A	16/163	864
14196	0304652B	16/163	864
14197	0304652C	16/163	864
14198	0304652D	16/163	864
14199	0304654A	16/163	864
14200	0304657A	16/163	864
14201	0304657B	16/163	864
14202	0304659A	16/163	864
14203	0304659B	16/163	864
14204	0304659C	16/163	864
14205	0304660A	16/163	864
14206	0304660B	16/163	864
14207	0304665A	16/163	864
14208	0304665B	16/163	864
14209	0304667A	16/163	864
14210	0304667B	16/163	864
14211	0304674A	16/163	864
14212	0304674B	16/163	864
14213	0304675A	16/163	864
14214	0304675B	16/163	864
14215	0304675C	16/163	864
14216	0304675D	16/163	864
14217	0304680A	16/163	864
14218	0304680B	16/163	864
14219	0304680C	16/163	864
14220	0304683A	16/163	864
14221	0304687A	16/163	864
14222	0304687B	16/163	864
14223	0304694A	EJULU	14/140
14224	0304694B	EJULU	14/140
14225	0304700A	EJULU	14/140
14226	0304701A	EJULU	14/140
14227	0304702A	EJULU	14/140
14228	0304702B	EJULU	14/140
14229	0304702C	EJULU	14/140
14230	0304705A	EJULU	14/140
14231	0304705B	EJULU	14/140
14232	0304710A	EJULU	14/140
14233	0304710B	EJULU	14/140
14234	0304710C	EJULU	14/140
14235	0304710D	EJULU	14/140
14236	0304710E	EJULU	14/140
14237	0304711A	EJULU	14/140
14238	0304716A	EJULU	14/140
14239	0304717A	EJULU	14/140
14240	0304717B	EJULU	14/140
14241	0304719B	EJULU	14/140
14242	0304719C	EJULU	14/140
14243	0304719D	EJULU	14/140
14244	0304722B	EJULU	14/140
14245	0304724A	EJULU	14/140
14246	0304724B	EJULU	14/140
14247	0304724C	EJULU	14/140
14248	0304726A	EJULU	14/140
14249	0304726B	EJULU	14/140
14250	0304726C	EJULU	14/140
14251	0304726E	EJULU	14/140
14252	0304728B	EJULU	14/140
14253	0304729A	EJULU	14/140
14254	0304729B	EJULU	14/140
14255	0304736A	EJULU	14/140
14256	0304736B	EJULU	14/140
14257	0304738a	EJULU	14/140
14258	0304738B	EJULU	14/140
14259	0304738C	EJULU	14/140
14260	0304739A	EJULU	14/140
14261	0304739B	EJULU	14/140
14262	0304754A	9400208	1602/7
14263	0304754B	9400208	1602/7
14264	0304760B	9400208	1602/7
14265	0304760C	9400208	1602/7
14266	0304772B	MRTM1	13/005
14267	0304831A	16/163	864
14268	0304831B	16/163	864
14269	0304841A	16/163	864
14270	0304846A	16/163	864
14271	0304847A	16/163	864
14272	0304847B	16/163	864
14273	0304851A	16/163	864
14274	0304851B	16/163	864
14275	0304852A	16/163	864
14276	0304852B	16/163	864
14277	0304852D	16/163	864
14278	0304855A	16/163	864
14279	0304855B	16/163	864
14280	0304858A	16/163	864
14281	0304858B	16/163	864
14282	0304867A	16/163	864
14283	0304872A	16/163	864
14284	0304872B	16/163	864
14285	0304877A	16/163	864
14286	0304880A	16/163	864
14287	0304880C	16/163	864
14288	0304881A	16/163	864
14289	0304881B	16/163	864
14290	0304882B	16/163	864
14291	0304882C	16/163	864
14292	0304883A	16/163	864
14293	0304883B	16/163	864
14294	0304884A	16/163	864
14295	0304885A	16/163	864
14296	0304885B	16/163	864
14297	0304885C	16/163	864
14298	0304885d	16/163	864
14299	0304886A	16/163	864
14300	0304886B	16/163	864
14301	0304887A	16/163	864
14302	0304887B	16/163	864
14303	0304887C	16/163	864
14304	0304888A	16/163	864
14305	0304888B	16/163	864
14306	0304888C	16/163	864
14307	0304890A	16/163	864
14308	0304936B	864	6/8
14309	0304948A	864	6/8
14310	0304948B	864	6/8
14311	0304961A	EJULU	14/140
14312	0304961B	EJULU	14/140
14313	0304962A	EJULU	14/140
14314	0304962B	EJULU	14/140
14315	0304965B	EJULU	14/140
14316	0304966A	EJULU	14/140
14317	0304966B	EJULU	14/140
14318	0304966C	EJULU	14/140
14319	0304972A	16/163	864
14320	0304972B	16/163	864
14321	0304977A	16/163	864
14322	0304977B	16/163	864
14323	0304980A	16/163	13/005
14324	0304981A	16/163	13/005
14325	0304981B	16/163	13/005
14326	0304982A	16/163	13/005
14327	0304982B	16/163	13/005
14328	0304983A	16/163	13/005
14329	0304992A	16/163	13/005
14330	0304992B	16/163	13/005
14331	0304995A	16/163	13/005
14332	0304995B	16/163	13/005
14333	0304996A	16/163	13/005
14334	0304996B	16/163	13/005
14335	0304996C	16/163	13/005
14336	0304996D	16/163	13/005
14337	0304997B	16/163	13/005
14338	0304999A	16/163	13/005
14339	0304999B	16/163	13/005
14340	0304999C	16/163	13/005
14341	0305014A	16/163	13/005
14342	0305014B	16/163	13/005
14343	0305014D	16/163	13/005
14344	0305015A	16/163	13/005
14345	0305015B	16/163	13/005
14346	0305017A	16/163	13/005
14347	0305017B	16/163	13/005
14348	0305023A	16/163	13/005
14349	0305023B	16/163	13/005
14350	0305025A	16/163	13/005
14351	0305025B	16/163	13/005
14352	0305025D	16/163	13/005
14353	0305026A	16/163	13/005
14354	0305026B	16/163	13/005
14355	0305026C	16/163	13/005
14356	0305026D	16/163	13/005
14357	0305027B	16/163	13/005
14358	0305029A	16/163	13/005
14359	0305029B	16/163	13/005
14360	0305032A	16/163	13/005
14361	0305032B	16/163	13/005
14362	0305033A	16/163	13/005
14363	0305033B	16/163	13/005
14364	0305036A	16/163	13/005
14365	0305036B	16/163	13/005
14366	0305038A	16/163	13/005
14367	0305038B	16/163	13/005
14368	0305040A	16/163	13/005
14369	0305040B	16/163	13/005
14370	0305040C	16/163	13/005
14371	0305044A	EJULU	14/140
14372	0305044B	EJULU	14/140
14373	0305044C	EJULU	14/140
14374	0305045A	EJULU	14/140
14375	0305045B	EJULU	14/140
14376	0305051A	EJULU	14/140
14377	0305051C	EJULU	14/140
14378	0305052A	EJULU	14/140
14379	0305052B	EJULU	14/140
14380	0305053A	EJULU	14/140
14381	0305053B	EJULU	14/140
14382	0305054A	EJULU	14/140
14383	0305054B	EJULU	14/140
14384	0305056A	EJULU	14/140
14385	0305056B	EJULU	14/140
14386	0305059D	EJULU	14/140
14387	0305062A	EJULU	14/140
14388	0305062B	EJULU	14/140
14389	0305064A	EJULU	14/140
14390	0305069A	EJULU	14/140
14391	0305069B	EJULU	14/140
14392	0305071A	EJULU	14/140
14393	0305071B	EJULU	14/140
14394	0305071C	EJULU	14/140
14395	0305073A	EJULU	14/140
14396	0305073B	EJULU	14/140
14397	0305078A	EJULU	14/140
14398	0305078B	EJULU	14/140
14399	0305078F	EJULU	14/140
14400	0305083C	EJULU	14/140
14401	0305083D	EJULU	14/140
14402	0305086A	EJULU	14/140
14403	0305086B	EJULU	14/140
14404	0305086C	EJULU	14/140
14405	0305091A	EJULU	14/140
14406	0305093A	EJULU	14/140
14407	0305098A	EJULU	14/140
14408	0305098B	EJULU	14/140
14409	0305098C	EJULU	14/140
14410	0305105A	EJULU	14/140
14411	0305105B	EJULU	14/140
14412	0305105C	EJULU	14/140
14413	0305108A	EJULU	14/140
14414	0305108B	EJULU	14/140
14415	0305114A	EJULU	6/8
14416	0305114B	EJULU	6/8
14417	0305114C	EJULU	6/8
14418	0305122A	EJULU	6/8
14419	0305122B	EJULU	6/8
14420	0305125A	EJULU	6/8
14421	0305126A	EJULU	6/8
14422	0305126B	EJULU	6/8
14423	0305131B	EJULU	6/8
14424	0305133A	EJULU	6/8
14425	0305133B	EJULU	6/8
14426	0305135A	EJULU	6/8
14427	0305135B	EJULU	6/8
14428	0305135C	EJULU	6/8
14429	0305140A	EJULU	6/8
14430	0305140B	EJULU	6/8
14431	0305141A	EJULU	6/8
14432	0305141B	EJULU	6/8
14433	0305141C	EJULU	6/8
14434	0305142A	EJULU	6/8
14435	0305142B	EJULU	6/8
14436	0305147A	EJULU	6/8
14437	0305147C	EJULU	6/8
14438	0305162B	EJULU	6/8
14439	0305162C	EJULU	6/8
14440	0305162D	EJULU	6/8
14441	0305162E	EJULU	6/8
14442	0305162F	EJULU	6/8
14443	0305186A	16/163	13/005
14444	0305186B	16/163	13/005
14445	0305186C	16/163	13/005
14446	0305191A	16/163	13/005
14447	0305192A	16/163	13/005
14448	0305192B	16/163	13/005
14449	0305194A	16/163	13/005
14450	0305195A	16/163	13/005
14451	0305201A	16/163	13/005
14452	0305201B	16/163	13/005
14453	0305201C	16/163	13/005
14454	0305202A	16/163	13/005
14455	0305202C	16/163	13/005
14456	0305203B	16/163	13/005
14457	0305204A	16/163	13/005
14458	0305204B	16/163	13/005
14459	0305205A	16/163	13/005
14460	0305205B	16/163	13/005
14461	0305205C	16/163	13/005
14462	0305206A	16/163	13/005
14463	0305206B	16/163	13/005
14464	0305207A	16/163	13/005
14465	0305207B	16/163	13/005
14466	0305208A	16/163	13/005
14467	0305209A	16/163	13/005
14468	0305209B	16/163	13/005
14469	0305209C	16/163	13/005
14470	0305214A	16/163	13/005
14471	0305214B	16/163	13/005
14472	0305214C	16/163	13/005
14473	0305219A	16/163	13/005
14474	0305219B	16/163	13/005
14475	0305219C	16/163	13/005
14476	0305220A	16/163	13/005
14477	0305220B	16/163	13/005
14478	0305221A	16/163	13/005
14479	0305221B	16/163	13/005
14480	0305222A	16/163	13/005
14481	0305224A	16/163	13/005
14482	0305224B	16/163	13/005
14483	0305226A	16/163	13/005
14484	0305226b	16/163	13/005
14485	0305227A	16/163	13/005
14486	0305227B	16/163	13/005
14487	0305227C	16/163	13/005
14488	0305228A	16/163	13/005
14489	0305228B	16/163	13/005
14490	0305229A	16/163	13/005
14491	0305229B	16/163	13/005
14492	0305229C	16/163	13/005
14493	0305245A	6/8	10/3
14494	0305245B	6/8	10/3
14495	0305250A	6/8	10/3
14496	0305250B	6/8	10/3
14497	0305251B	EJULU	6/8
14498	0305257A	EJULU	6/8
14499	0305257B	EJULU	6/8
14500	0305257D	EJULU	6/8
14501	0305257E	EJULU	6/8
14502	0305258A	EJULU	6/8
14503	0305258B	EJULU	6/8
14504	0305259A	EJULU	6/8
14505	0305264A	EJULU	6/8
14506	0305264B	EJULU	6/8
14507	0305274A	EJULU	6/8
14508	0305274B	EJULU	6/8
14509	0305274C	EJULU	6/8
14510	0305276A	EJULU	6/8
14511	0305276B	EJULU	6/8
14512	0305277A	EJULU	6/8
14513	0305278A	EJULU	6/8
14514	0305278B	EJULU	6/8
14515	0305282A	EJULU	6/8
14516	0305282B	EJULU	6/8
14517	0305283A	EJULU	6/8
14518	0305284A	EJULU	6/8
14519	0305284B	EJULU	6/8
14520	0305284C	EJULU	6/8
14521	0305287B	EJULU	6/8
14522	0305287C	EJULU	6/8
14523	0305290A	EJULU	6/8
14524	0305291A	EJULU	6/8
14525	0305291C	EJULU	6/8
14526	0305291D	EJULU	6/8
14527	0305293A	EJULU	6/8
14528	0305293B	EJULU	6/8
14529	0305294A	EJULU	6/8
14530	0305294B	EJULU	6/8
14531	0305295A	EJULU	6/8
14532	0305295B	EJULU	6/8
14533	0305296A	EJULU	6/8
14534	0305296B	EJULU	6/8
14535	0305296C	EJULU	6/8
14536	0305296D	EJULU	6/8
14537	0305296E	EJULU	6/8
14538	0305299A	EJULU	6/8
14539	0305299B	EJULU	6/8
14540	0305299C	EJULU	6/8
14541	0305299D	EJULU	6/8
14542	0305299E	EJULU	6/8
14543	0305307A	EJULU	6/8
14544	0305307B	EJULU	6/8
14545	0305307C	EJULU	6/8
14546	0305321A	16/163	13/005
14547	0305321B	16/163	13/005
14548	0305325A	16/163	13/005
14549	0305325B	16/163	13/005
14550	0305329A	16/163	13/005
14551	0305329B	16/163	13/005
14552	0305330B	16/163	13/005
14553	0305331A	16/163	13/005
14554	0305331B	16/163	13/005
14555	0305331C	16/163	13/005
14556	0305332A	16/163	13/005
14557	0305332B	16/163	13/005
14558	0305336A	16/163	13/005
14559	0305336B	16/163	13/005
14560	0305337A	16/163	13/005
14561	0305337B	16/163	13/005
14562	0305339A	16/163	13/005
14563	0305345A	16/163	13/005
14564	0305345B	16/163	13/005
14565	0305348A	16/163	13/005
14566	0305348B	16/163	13/005
14567	0305354A	16/163	13/005
14568	0305354B	16/163	13/005
14569	0305358A	16/163	13/005
14570	0305358B	16/163	13/005
14571	0305360A	16/163	13/005
14572	0305360B	16/163	13/005
14573	0305361A	16/163	13/005
14574	0305361B	16/163	13/005
14575	0305363A	16/163	13/005
14576	0305363C	16/163	13/005
14577	0305363D	16/163	13/005
14578	0305364A	16/163	13/005
14579	0305368C	16/163	13/005
14580	0305368D	16/163	13/005
14581	0305369A	16/163	13/005
14582	0305369B	16/163	13/005
14583	0305369C	16/163	13/005
14584	0305370A	16/163	13/005
14585	0305378A	16/163	13/005
14586	0305378B	16/163	13/005
14587	0305378C	16/163	13/005
14588	0305383B	16/163	13/005
14589	0305386A	16/163	13/005
14590	0305386B	16/163	13/005
14591	0305386C	16/163	13/005
14592	0305389A	16/163	13/005
14593	0305389B	16/163	13/005
14594	0305392A	6/8	14/140
14595	0305392B	6/8	14/140
14596	0305392C	6/8	14/140
14597	0305405/2	6/8	14/140
14598	0305405A	6/8	14/140
14599	0305424A	13/005	14/140
14600	0305424B	13/005	14/140
14601	0305424C	13/005	14/140
14602	0305424D	13/005	14/140
14603	0305432A	13/005	14/140
14604	0305446A	16/163	13/005
14605	0305446B	16/163	13/005
14606	0305448A	16/163	13/005
14607	0305448B	16/163	13/005
14608	0305449A	16/163	13/005
14609	0305449B	16/163	13/005
14610	0305449D	16/163	13/005
14611	0305450A	16/163	13/005
14612	0305454A	16/163	13/005
14613	0305457A	16/163	13/005
14614	0305457B	16/163	13/005
14615	0305457C	16/163	13/005
14616	0305457D	16/163	13/005
14617	0305459B	16/163	13/005
14618	0305460A	16/163	13/005
14619	0305460B	16/163	13/005
14620	0305460C	16/163	13/005
14621	0305460D	16/163	13/005
14622	0305462A	9400208	1602/7
14623	0305462B	9400208	1602/7
14624	0305462C	9400208	1602/7
14625	0305465A	9400208	1602/7
14626	0305465B	9400208	1602/7
14627	0305473A	9400208	1602/7
14628	0305473B	9400208	1602/7
14629	0305483A	9400208	1602/7
14630	0305486A	9400208	1602/7
14631	0305486B	9400208	1602/7
14632	0305491A	9400208	1602/7
14633	0305491B	9400208	1602/7
14634	0305497A	9400208	1602/7
14635	0305497B	9400208	1602/7
14636	0305499A	9400208	1602/7
14637	0305499B	9400208	1602/7
14638	0305499C	9400208	1602/7
14639	0305502A	9400208	1602/7
14640	0305502B	9400208	1602/7
14641	0305511A	9400208	1602/7
14642	0305511B	9400208	1602/7
14643	0305522A	9400208	1602/7
14644	0305532A	EJULU	16/163
14645	0305532B	EJULU	16/163
14646	0305534A	EJULU	16/163
14647	0305534B	EJULU	16/163
14648	0305534C	EJULU	16/163
14649	0305534D	EJULU	16/163
14650	0305544A	EJULU	16/163
14651	0305547A	EJULU	16/163
14652	0305547B	EJULU	16/163
14653	0305547C	EJULU	16/163
14654	0305547D	EJULU	16/163
14655	0305547E	EJULU	16/163
14656	0305548A	EJULU	16/163
14657	0305548B	EJULU	16/163
14658	0305550A	EJULU	16/163
14659	0305576B	13/005	10/3
14660	0305576C	13/005	10/3
14661	0305576D	13/005	10/3
14662	0305584B	16/163	14/140
14663	0305586A	16/163	14/140
14664	0305586B	16/163	14/140
14665	0305587A	16/163	14/140
14666	0305590A	16/163	14/140
14667	0305597A	16/163	14/140
14668	0305597B	16/163	14/140
14669	0305601A	16/163	14/140
14670	0305601B	16/163	14/140
14671	0305606A	16/163	14/140
14672	0305606B	16/163	14/140
14673	0305610A	16/163	14/140
14674	0305613A	16/163	14/140
14675	0305613B	16/163	14/140
14676	0305614A	16/163	14/140
14677	0305614C	16/163	14/140
14678	0305617A	16/163	14/140
14679	0305625A	16/163	14/140
14680	0305633A	16/163	14/140
14681	0305638A	16/163	14/140
14682	0305638B	16/163	14/140
14683	0305640A	16/163	14/140
14684	0305640C	16/163	14/140
14685	0305641A	EJULU	16/163
14686	0305641B	EJULU	16/163
14687	0305641C	EJULU	16/163
14688	0305642A	EJULU	16/163
14689	0305642B	EJULU	16/163
14690	0305643A	EJULU	16/163
14691	0305643B	EJULU	16/163
14692	0305643C	EJULU	16/163
14693	0305647B	EJULU	16/163
14694	0305647D	EJULU	16/163
14695	0305648A	EJULU	16/163
14696	0305648B	EJULU	16/163
14697	0305651A	EJULU	16/163
14698	0305651B	EJULU	16/163
14699	0305652A	EJULU	16/163
14700	0305652B	EJULU	16/163
14701	0305654B	EJULU	16/163
14702	0305654C	EJULU	16/163
14703	0305654D	EJULU	16/163
14704	0305661A	EJULU	16/163
14705	0305661B	EJULU	16/163
14706	0305667A	EJULU	16/163
14707	0305667B	EJULU	16/163
14708	0305667C	EJULU	16/163
14709	0305670A	EJULU	16/163
14710	0305670B	EJULU	16/163
14711	0305670C	EJULU	16/163
14712	0305671A	EJULU	16/163
14713	0305673A	EJULU	16/163
14714	0305677A	EJULU	16/163
14715	0305677B	EJULU	16/163
14716	0305677C	EJULU	16/163
14717	0305678A	EJULU	16/163
14718	0305678B	EJULU	16/163
14719	0305682A	EJULU	16/163
14720	0305682B	EJULU	16/163
14721	0305683A	EJULU	16/163
14722	0305683B	EJULU	16/163
14723	0305695A	EJULU	16/163
14724	0305695B	EJULU	16/163
14725	0305698A	EJULU	16/163
14726	0305698B	EJULU	16/163
14727	0305698C	EJULU	16/163
14728	0305701A	EJULU	16/163
14729	0305701B	EJULU	16/163
14730	0305702C	EJULU	16/163
14731	0305703A	EJULU	16/163
14732	0305703B	EJULU	16/163
14733	0305703C	EJULU	16/163
14734	0305703D	EJULU	16/163
14735	0305708A	EJULU	16/163
14736	0305708B	EJULU	16/163
14737	0305708D	EJULU	16/163
14738	0305709A	EJULU	16/163
14739	0305709B	EJULU	16/163
14740	0305709C	EJULU	16/163
14741	0305714B	16/163	14/140
14742	0305716A	16/163	14/140
14743	0305716B	16/163	14/140
14744	0305722A	16/163	14/140
14745	0305729A	16/163	14/140
14746	0305729B	16/163	14/140
14747	0305730A	16/163	14/140
14748	0305743A	16/163	14/140
14749	0305743B	16/163	14/140
14750	0305747A	16/163	14/140
14751	0305747B	16/163	14/140
14752	0305747C	16/163	14/140
14753	0305759A	13/005	10/3
14754	0305765C	13/005	10/3
14755	0305766A	13/005	10/3
14756	0305766B	13/005	10/3
14757	0305766C	13/005	10/3
14758	0305767A	13/005	10/3
14759	0305767C	13/005	10/3
14760	0305774A	16/163	14/140
14761	0305774C	16/163	14/140
14762	0305794A	16/163	14/140
14763	0305794B	16/163	14/140
14764	0305797A	16/163	14/140
14765	0305797C	16/163	14/140
14766	0305797D	16/163	14/140
14767	0305801A	16/163	14/140
14768	0305808A	16/163	14/140
14769	0305808B	16/163	14/140
14770	0305821A	6/8	14/140
14771	0305821B	6/8	14/140
14772	0305821C	6/8	14/140
14773	0305834A	6/8	14/140
14774	0305834B	6/8	14/140
14775	0305839A	6/8	14/140
14776	0305839B	6/8	14/140
14777	0305839C	6/8	14/140
14778	0305842A	13/005	10/3
14779	0305842B	13/005	10/3
14780	0305842C	13/005	10/3
14781	0305842D	13/005	10/3
14782	0305842E	13/005	10/3
14783	0305858B	13/005	10/3
14784	0305859A	13/005	10/3
14785	0305859B	13/005	10/3
14786	0305862A	13/005	10/3
14787	0305862C	13/005	10/3
14788	0305867A	13/005	10/3
14789	0305867B	13/005	10/3
14790	0305867C	13/005	10/3
14791	0305896A	6/8	14/140
14792	0305896B	6/8	14/140
14793	0305898A	6/8	14/140
14794	0305898B	6/8	14/140
14795	0305898C	6/8	14/140
14796	0305899B	6/8	14/140
14797	0305903B	6/8	14/140
14798	0305913A	EJULU	16/163
14799	0305913B	EJULU	16/163
14800	0305913C	EJULU	16/163
14801	0305916A	EJULU	16/163
14802	0305916B	EJULU	16/163
14803	0305916C	EJULU	16/163
14804	0305916d	EJULU	16/163
14805	0305918A	EJULU	16/163
14806	0305919A	EJULU	16/163
14807	0305919B	EJULU	16/163
14808	0305919C	EJULU	16/163
14809	0305923A	EJULU	16/163
14810	0305929A	EJULU	16/163
14811	0305929B	EJULU	16/163
14812	0305929C	EJULU	16/163
14813	0305929D	EJULU	16/163
14814	0305934A	EJULU	16/163
14815	0305945A	EJULU	16/163
14816	0305945C	EJULU	16/163
14817	0305950A	EJULU	16/163
14818	0305950B	EJULU	16/163
14819	0305960C	EJULU	16/163
14820	0305960D	EJULU	16/163
14821	0305960E	EJULU	16/163
14822	0305969A	EJULU	16/163
14823	0305969B	EJULU	16/163
14824	0305969C	EJULU	16/163
14825	0305984A	EJULU	16/163
14826	0305984B	EJULU	16/163
14827	0305985A	EJULU	16/163
14828	0305985B	EJULU	16/163
14829	0305985C	EJULU	16/163
14830	0305986A	EJULU	16/163
14831	0305986B	EJULU	16/163
14832	0305986C	EJULU	16/163
14833	0305986E	EJULU	16/163
14834	0305986F	EJULU	16/163
14835	0305986G	EJULU	16/163
14836	0305993A	EJULU	16/163
14837	0305995A	EJULU	16/163
14838	0305995B	EJULU	16/163
14839	0305998A	EJULU	16/163
14840	0305998C	EJULU	16/163
14841	0305999A	EJULU	16/163
14842	0306000A	EJULU	16/163
14843	0306000B	EJULU	16/163
14844	0306000C	EJULU	16/163
14845	0306000D	EJULU	16/163
14846	0306000E	EJULU	16/163
14847	0306004A	EJULU	16/163
14848	0306004B	EJULU	16/163
14849	0306004C	EJULU	16/163
14850	0306013A	EJULU	16/163
14851	0306017A	EJULU	16/163
14852	0306017B	EJULU	16/163
14853	0306017C	EJULU	16/163
14854	0306019A	EJULU	16/163
14855	0306023A	16/163	14/140
14856	0306023C	16/163	14/140
14857	0306024A	16/163	14/140
14858	0306024B	16/163	14/140
14859	0306032A	16/163	14/140
14860	0306032B	16/163	14/140
14861	0306036A	16/163	14/140
14862	0306036C	16/163	14/140
14863	0306037A	16/163	14/140
14864	0306037B	16/163	14/140
14865	0306054A	864	6/8
14866	0306054B	864	6/8
14867	0306062A	13/005	14/140
14868	0306062B	13/005	14/140
14869	0306066A	13/005	14/140
14870	0306066B	13/005	14/140
14871	0306070B	13/005	14/140
14872	0306076A	13/005	14/140
14873	0306076B	13/005	14/140
14874	0306090A	15/10	10/3
14875	0306090B	15/10	10/3
