	ID	Female_parent	Male_parent
975	0304492	16/163	10/3
976	0304515	16/163	10/3
977	0304522	16/163	10/3
978	0304535	16/163	10/3
979	0304539	16/163	10/3
980	0304543	16/163	10/3
981	0304544	16/163	10/3
982	0304556	EJULU	14/140
983	0304624	16/163	10/3
984	0304635	16/163	864
985	0304644	16/163	864
986	0304666	16/163	864
987	0304668	16/163	864
988	0304669	16/163	864
989	0304672	16/163	864
990	0304676	16/163	864
991	0304678	16/163	864
992	0304681	16/163	864
993	0304713	EJULU	14/140
994	0304730	EJULU	14/140
995	0304774	MRTM1	13/005
996	0304783	MRTM1	13/005
997	0304789	MRTM1	13/005
998	0304832	16/163	864
999	0304848	16/163	864
1000	0304859	16/163	864
1001	0304860	16/163	864
1002	0304889	16/163	864
1003	0304891	16/163	864
1004	0304893	16/163	864
1005	0304894	16/163	864
1006	0304900	16/163	864
1007	0304951	864	6/8
1008	0304960	EJULU	14/140
1009	0304967	EJULU	14/140
1010	0304970	EJULU	14/140
1011	0304973	16/163	864
1012	0304974	16/163	864
1013	0304991	16/163	13/005
1014	0304998	16/163	13/005
1015	0305000	16/163	13/005
1016	0305010	16/163	13/005
1017	0305050	EJULU	14/140
1018	0305057	EJULU	14/140
1019	0305068	EJULU	14/140
1020	0305083	EJULU	14/140
1021	0305106	EJULU	14/140
1022	0305180	15/10	10/3
1023	0305210	16/163	13/005
1024	0305225	16/163	13/005
1025	0305233	6/8	10/3
1026	0305270	EJULU	6/8
1027	0305279	EJULU	6/8
1028	0305312	15/10	10/3
1029	0305344	16/163	13/005
1030	0305353	16/163	13/005
1031	0305367	16/163	13/005
1032	0305374	16/163	13/005
1033	0305381	16/163	13/005
1034	0305410	6/8	14/140
1035	0305426	13/005	14/140
1036	0305469	9400208	1602/7
1037	0305477	9400208	1602/7
1038	0305484	9400208	1602/7
1039	0305485	9400208	1602/7
1040	0305494	9400208	1602/7
1041	0305518	9400208	1602/7
1042	0305543	EJULU	16/163
1043	0305555	EJULU	16/163
1044	0305575	13/005	10/3
1045	0305602	16/163	14/140
1046	0305604	16/163	14/140
1047	0305605	16/163	14/140
1048	0305615	16/163	14/140
1049	0305623	16/163	14/140
1050	0305624	16/163	14/140
1051	0305690	EJULU	16/163
1052	0305718	16/163	14/140
1053	0305723	16/163	14/140
1054	0305728	16/163	14/140
1055	0305737	16/163	14/140
1056	0305740	16/163	14/140
1057	0305750	16/163	14/140
1058	0305785	16/163	14/140
1059	0305806	16/163	14/140
1060	0305822	6/8	14/140
1061	0305830	6/8	14/140
1062	0305832	6/8	14/140
1063	0305841	13/005	10/3
1064	0305853	13/005	10/3
1065	0305875	14/140	13/005
1066	0305902	6/8	14/140
1067	0305967	EJULU	16/163
1068	0305983	EJULU	16/163
1069	0306005	EJULU	16/163
1070	0306018	EJULU	16/163
1071	0306029	16/163	14/140
1072	0306064	13/005	14/140
1073	0306067	13/005	14/140
1074	0306077	13/005	14/140
1075	0306083	15/10	10/3
1076	0306096	15/10	10/3
1077	0306109	13/005	14/140
1078	0306124	14/140	13/005
1079	0306129	14/140	13/005
1080	0306131	14/140	13/005
1081	0306169	6/8	16/163
1082	0306184	EJULU	6/8
1083	0306189	EJULU	6/8
1084	0306206	6/8	14/140
1085	0306210	6/8	14/140
1086	0306213	6/8	14/140
1087	0306227	16/163	6/8
1088	0306228	16/163	6/8
1089	0306238	16/163	6/8
1090	0306249	16/163	6/8
1091	0306251	16/163	6/8
1092	0306269	6/8	14/140
1093	0306285	9400208	1602/7
1094	0306300	9400208	1602/7
1095	0306312	13/005	10/3
1096	0306330	14/140	13/005
1097	0306347	16/163	MRTM1
1098	0306375	16/163	MRTM1
1099	0306405	16/163	MRTM1
1100	0306426	MRTM1	16/163
1101	0306520	16/163	MRTM1
1102	0306551	16/163	MRTM1
1103	0306552	16/163	MRTM1
1104	0306560	16/163	MRTM1
1105	0306562	16/163	MRTM1
1106	0306567	16/163	MRTM1
1107	0306600	MRTM1	16/163
1108	0306607	16/163	MRTM1
1109	0306678	1506/7	9400131
1110	0306738	502/7	9400131
1111	0306820	502/7	9400131
1112	0306825	502/7	9400131
1113	0306906	502/7	9400225
1114	0306909	502/7	9400225
1115	0306936	16/163	6/8
1116	0400106	9400430	10/3
1117	0400120	9400430	10/3
1118	0400148	9400430	10/3
1119	0400155	9400430	10/3
1120	0400206	9400201	16/163
1121	0400238	9400208	16/163
1122	0400283	9400225	16/163
1123	0400310	9400430	10/3
1124	0400339	9400430	10/3
1125	0400359	9400430	10/3
1126	0400393	9400430	6/8
1127	0400396	9400430	6/8
1128	0400397	9400430	6/8
1129	0400411	9400430	6/8
1130	0400421	9400430	10/3
1131	0400423	9400430	10/3
1132	0400424	9400430	10/3
1133	0400425	9400430	10/3
1134	0400426	9400430	10/3
1135	0400431	9400430	10/3
1136	0400449	9400430	10/3
1137	0400458	9400430	10/3
1138	0400463	9400430	10/3
1139	0400464	9400430	10/3
1140	0400468	9400430	10/3
1141	0400476	9400430	10/3
1142	0400479	9400430	10/3
1143	0400483	9400208	303/577
1144	0400487	9400208	303/577
1145	0400499	9400208	303/577
1146	0400524	9400201	303/577
1147	0400528	9400201	303/577
1148	0400549	9400201	6/8
1149	0400550	9400201	6/8
1150	0400559	9400201	6/8
1151	0400582	9400430	BB35
1152	0400590	9400430	BB35
1153	0400600	9400430	BB35
1154	0400625	9400430	303/577
1155	0400676	9400430	303/577
1156	0400710	9400201	6/8
1157	0400717	9400201	6/8
1158	0400740	9400208	6/8
1159	0400763	9400430	303/577
1160	0400796	9400430	303/577
1161	0400807	9400430	303/577
1162	0400829	9400208	6/8
1163	0400830	9400208	6/8
1164	0400836	9400208	6/8
1165	0400871	9400201	6/8
1166	0400911	9400430	303/577
1167	0400926	9400430	303/577
1168	0400941	9400430	303/577
1169	0400942	9400430	303/577
1170	0400976	9400201	EJULU
1171	0400982	9400201	EJULU
1172	0401000	9400208	6/8
1173	0401006	9400208	6/8
1174	0401033	9400430	EJULU
1175	0401034	9400430	EJULU
1176	0401042	9400430	EJULU
1177	0401076	9400430	EJULU
1178	0401099	9400201	303/577
1179	0401112	9400201	303/577
1180	0401114	9400201	303/577
1181	0401118	9400201	303/577
1182	0401121	9400201	303/577
1183	0401123	9400201	303/577
1184	0401136	9400430	EJULU
1185	0401142	9400430	EJULU
1186	0401153	9400430	EJULU
1187	0401159	9400430	EJULU
1188	0401193	9400430	EJULU
1189	0401242	9400258	6/8
1190	0401273	9400201	303/577
1191	0401277	9400201	303/577
1192	0401281	9400201	303/577
1193	0401285	9400201	303/577
1194	0401295	9400201	303/577
1195	0401307	9400201	303/577
1196	0401311	9400201	303/577
1197	0401319	9400201	303/577
1198	0401328	9400201	303/577
1199	0401329	9400201	303/577
1200	0401364	9400208	6/8
1201	0401375	9400430	EJULU
1202	0401403	9400430	EJULU
1203	0401425	9400430	EJULU
1204	0401434	9400430	EJULU
1205	0401460	9400430	14/140
1206	0401465	9400430	14/140
1207	0401479	9400430	14/140
1208	0401496	9400430	14/140
1209	0401502	9400430	14/140
1210	0401503	9400430	14/140
1211	0401505	9400430	14/140
1212	0401508	9400430	14/140
1213	0401515	9400201	6/8
1214	0401527	9400201	6/8
1215	0401542	9400201	303/577
1216	0401543	9400201	303/577
1217	0401603	9400208	6/8
1218	0401604	9400208	6/8
1219	0401605	9400208	6/8
1220	0401615	9400201	303/577
1221	0401618	9400201	303/577
1222	0401625	9400201	303/577
1223	0401627	9400201	303/577
1224	0401642	9400201	303/577
1225	0401651	9400208	303/577
1226	0401662	9400208	303/577
1227	0401687	9400430	14/140
1228	0401689	9400430	14/140
1229	0401710	9400430	14/140
1230	0401713	9400430	14/140
1231	0401720	9400430	14/140
1232	0401797	9400430	14/140
1233	0401806	9400430	14/140
1234	0401826	9400430	14/140
1235	0401839	9400430	14/140
1236	0401840	9400430	14/140
1237	0401874	9400201	16/163
1238	0401875	9400201	16/163
1239	0401876	9400201	16/163
1240	0401928	9400208	303/577
1241	0401932	9400201	16/163
1242	0401934	9400201	16/163
1243	0401997	9400208	16/163
1244	0402013	9400430	16/163
1245	0402024	9400430	16/163
1246	0402042	9400430	16/163
1247	0402044	9400430	16/163
1248	0402055	9400430	16/163
1249	0402058	9400430	16/163
1250	0402067	9400430	16/163
1251	0402072	9400430	16/163
1252	0402087	9400201	16/163
1253	0402090	9400201	16/163
1254	0402094	9400201	16/163
1255	0402106	9400201	16/163
1256	0402109	9400201	16/163
1257	0402120	9400201	16/163
1258	0402150	9400201	6/8
1259	0402197	9400258	16/163
1260	0402234	9400430	16/163
1261	0402249	9400430	16/163
1262	0402254	9400430	16/163
1263	0402275	9400258	6/8
1264	0402336	9400201	BB35
1265	0402339	9400201	BB35
1266	0402340	9400201	BB35
1267	0402386	9400258	16/163
1268	0402413	9400201	16/163
1269	0402435	9400201	16/163
1270	0402439	9400201	16/163
1271	0402490	9400201	16/163
1272	0402505	9400201	6/8
1273	0402604	9400430	16/163
1274	0402605	9400430	16/163
1275	0402607	9400430	16/163
1276	0402617	9400430	16/163
1277	0402631	9400430	16/163
1278	0402640	9400430	16/163
1279	0402658	9400430	16/163
1280	0402665	9400430	16/163
1281	0402721	9400201	BB35
1282	0402726	9400201	BB35
1283	0402742	9400258	EJULU
1284	0402757	9400258	EJULU
1285	0402770	9400258	EJULU
1286	0402800	9400208	303/577
1287	0402805	9400208	303/577
1288	0402816	9400208	303/577
1289	0402826	9400201	EJULU
1290	0402839	9400201	EJULU
1291	0402847	9400201	EJULU
1292	0402866	9400258	EJULU
1293	0402885	9400430	BB35
1294	0402888	9400430	BB35
1295	0402900	9400430	BB35
1296	0402907	9400430	BB35
1297	0402909	9400430	BB35
1298	0402912	9400430	BB35
1299	0402922	9400430	BB35
1300	0402928	9400430	BB35
1301	0402950	9400430	BB35
1302	0402993	9400258	EJULU
1303	0403036	9400201	BB35
1304	0403041	9400201	BB35
1305	0403045	9400201	BB35
1306	0403049	9400201	BB35
1307	0403065	9400258	EJULU
1308	0403076	9400258	EJULU
1309	0403077	9400258	EJULU
1310	0403117	9400430	BB35
1311	0403133	9400430	16/163
1312	0403138	9400430	16/163
1313	0403140	9400430	16/163
1314	0403145	9400430	BB35
1315	0403166	9400430	BB35
1316	0403171	9400430	BB35
1317	0403187	9400430	BB35
1318	0403193	9400430	BB35
1319	0403227	9400258	6/8
1320	0403236	9400258	6/8
1321	0403248	9400430	6/8
1322	0403258	9400430	6/8
1323	0403265	9400430	6/8
1324	0403271	9400430	6/8
1325	0403273	9400430	6/8
1326	0403280	9400430	6/8
1327	0403293	9400258	16/163
1328	0403327	9400258	16/163
1329	0403346	9400258	6/8
1330	0403358	9400258	EJULU
1331	0403382	9400201	16/163
1332	0403446	9400208	16/163
1333	0403448	9400208	16/163
1334	0403454	9400430	6/8
1335	0403457	9400430	6/8
1336	0403462	9400430	6/8
1337	0403464	9400430	6/8
1338	0403468	9400430	6/8
1339	0403483	9400201	EJULU
1340	0403507	9400201	EJULU
1341	0403509	9400201	EJULU
1342	0403534	9400258	303/577
1343	0403540	9400258	303/577
1344	0403593	9400201	16/163
1345	0403603	9400201	16/163
1346	0403627	9400258	303/577
1347	0403643	9400258	303/577
1348	0403648	9400258	303/577
1349	0403659	9400201	EJULU
1350	0403660	9400201	EJULU
1351	0403668	9400201	EJULU
1352	0403716	BB35	9400225
1353	0403730	BB35	9400225
1354	0403732	16/163	9400225
1355	0403755	BB35	9400225
1356	0403759	BB35	9400225
1357	0403795	14/140	9400225
1358	0403847	9400258	13/005
1359	0403861	9400258	13/005
1360	0403915	9400430	6/8
1361	0403922	9400430	6/8
1362	0403923	9400430	6/8
1363	0403930	9400430	6/8
1364	0403937	9400430	6/8
1365	0403981	9400430	6/8
1366	0404007	9400430	6/8
1367	0404065	9400208	9400225
1368	0404066	9400208	9400225
1369	0404093	9400430	9400225
1370	0404104	9400430	9400225
1371	0404109	9400430	9400225
1372	0404145	9400208	9400225
1373	0404150	9400208	9400225
1374	0404159	9400208	9400225
1375	0404202	9400201	BB35
1376	0404206	9400201	BB35
1377	0404214	9400201	BB35
1378	0404218	9400201	BB35
1379	0404239	9400208	303/577
1380	0404243	9400208	303/577
1381	0404257	9400208	303/577
1382	0404298	9400258	303/577
1383	0404444	BB35	9400225
1384	0404456	BB35	9400225
1385	0404458	BB35	9400225
1386	0404462	BB35	9400225
1387	0404474	9400430	9400225
1388	0404549	9400208	9400225
1389	0404576	BB35	9400225
1390	0404586	BB35	9400225
1391	0404615	9400208	9400225
1392	0404617	9400208	9400225
1393	0404629	9400208	9400225
1394	0404647	9400208	9400225
1395	0404664	9400430	9400225
1396	0404674	9400430	9400225
1397	0404695	9400430	9400225
1398	0404700	9400430	9400225
1399	0404757	16/163	9400225
1400	0404784	14/140	9400225
1401	0404789	14/140	9400225
1402	0404804	BB35	9400225
1403	0404805	BB35	9400225
1404	0404807	BB35	9400225
1405	0404823	BB35	9400225
1406	0404826	BB35	9400225
1407	0404833	BB35	9400225
1408	0404871	16/163	9400225
1409	0404893	BB35	9400225
1410	0404897	BB35	9400225
1411	0404910	9400201	EJULU
1412	0404935	9400208	303/577
1413	0404937	9400208	303/577
1414	0404939	9400208	303/577
1415	0404940	9400208	303/577
1416	0404956	BB35	9400225
1417	0404957	BB35	9400225
1418	0404971	BB35	9400225
1419	0404974	BB35	9400225
1420	0404976	BB35	9400225
1421	0405004	14/140	9400225
1422	0405021	9400208	303/577
1423	0405041	9400248	MRTM1
1424	0405067	9400248	MRTM1
1425	0405071	9400430	13/005
1426	0405073	9400430	13/005
1427	0405088	9400430	13/005
1428	0405093	9400430	13/005
1429	0405106	9400430	13/005
1430	0405109	9400430	13/005
1431	0405208	9400248	MRTM1
1432	0405223	9400248	MRTM1
1433	0405225	9400248	MRTM1
1434	0405226	9400248	MRTM1
1435	0405227	9400248	MRTM1
1436	0405228	9400248	MRTM1
1437	0405236	9400248	MRTM1
1438	0405295	9400430	9400225
1439	0405340	9400258	303/577
1440	0405344	9400258	303/577
1441	0405380	9400258	9400430
1442	0405407	9400208	16/163
1443	0405424	9400248	MRTM1
1444	0405425	9400248	MRTM1
1445	0405435	9400248	MRTM1
1446	0405437	9400248	MRTM1
1447	0405442	9400248	MRTM1
1448	0405474	9400258	9400430
1449	0405502	9400248	MRTM1
1450	0405509	9400248	MRTM1
1451	0405511	9400248	MRTM1
1452	0405550	9400430	9400225
1453	0405565	9400430	9400225
1454	0405592	9400248	MRTM1
1455	0405607	9400248	MRTM1
1456	0405616	9400248	MRTM1
1457	0405621	9400248	MRTM1
1458	0405651	9400201	10/3
1459	0405676	9400430	13/005
1460	0405746	9400201	10/3
1461	0405758	9400201	10/3
1462	0405759	9400201	10/3
1463	0405764	9400201	10/3
1464	0405769	9400201	10/3
1465	0405839	9400258	9400430
1466	0405879	9400201	10/3
1467	0405886	9400201	10/3
1468	0405891	9400201	10/3
1469	0405894	9400201	10/3
1470	0405900	9400201	10/3
1471	0405904	9400201	10/3
1472	0405907	9400201	10/3
1473	0405912	9400201	10/3
1474	0405917	9400201	10/3
1475	0405918	9400201	10/3
1476	0405921	9400201	10/3
1477	0405953	14/140	9400225
1478	0405954	14/140	9400225
1479	0405975	9400430	13/005
1480	0405982	9400430	13/005
1481	0406015	9400201	10/3
1482	0406016	9400201	10/3
1483	0406021	9400201	10/3
1484	0406105	9400208	9400225
1485	0406110	9400208	9400225
1486	0406117	9400208	9400225
1487	0406118	9400208	9400225
1488	0406131	9400430	13/005
1489	0406132	9400430	13/005
1490	0406140	9400430	13/005
1491	0406147	9400430	13/005
1492	0406183	9400201	EJULU
1493	0406202	9400201	9400430
1494	0406221	9400201	9400430
1495	0406226	9400201	9400430
1496	0406228	9400201	9400430
1497	0406232	9400201	9400430
1498	0406234	9400201	9400430
1499	0406235	9400201	9400430
1500	0406283	9400208	9400225
1501	0406288	9400208	9400225
1502	0406298	9400208	9400225
1503	0406310	9400208	9400225
1504	0406339	9400208	9400225
1505	0406344	9400201	9400430
1506	0406347	9400201	9400430
1507	0406473	9400201	9400430
1508	0406475	9400201	9400430
1509	0406481	9400201	9400430
1510	0406495	9400201	9400430
1511	0406497	9400201	9400430
1512	0406502	16/163	9400225
1513	0406507	16/163	9400225
1514	0406620	9400430	9400201
1515	0406624	9400430	9400201
1516	0406626	9400430	9400201
1517	0406644	9400430	9400201
1518	0406646	9400430	9400201
1519	0406654	9400430	9400201
1520	0406657	9400430	9400201
1521	0406659	9400430	9400201
1522	0406665	9400430	9400201
1523	0406691	9400430	9400201
1524	0406700	9400430	9400201
1525	0406751	9400201	9400430
1526	0406761	9400201	9400430
1527	0406769	9400201	9400430
1528	0406772	9400201	9400430
1529	0406775	9400201	9400430
1530	0406820	9400208	16/163
1531	0406864	9400231	9400225
1532	0406929	9400201	14/140
1533	0406942	9400201	14/140
1534	0406946	9400201	14/140
1535	0406947	9400201	14/140
1536	0406963	9400208	9400201
1537	0406971	9400208	9400201
1538	0406975	9400208	9400201
1539	0406987	9400208	9400201
1540	0407035	9400258	10/3
1541	0407056	9400201	10/3
1542	0407062	9400201	10/3
1543	0407069	9400201	10/3
1544	0407077	9400201	14/140
1545	0407078	9400201	14/140
1546	0407091	9400201	14/140
1547	0407095	9400201	14/140
1548	0407106	9400258	10/3
1549	0407113	9400258	10/3
1550	0407136	9400258	10/3
1551	0407167	9400430	9400231
1552	0407175	9400430	9400231
1553	0407177	9400430	9400231
1554	0407212	9400430	9400231
1555	0407227	9400208	16/163
1556	0407234	9400208	16/163
1557	0407240	9400208	16/163
1558	0407249	9400208	16/163
1559	0407260	9400208	16/163
1560	0407285	9400201	14/140
1561	0407303	9400201	14/140
1562	0407310	9400201	14/140
1563	0407312	9400201	14/140
1564	0407313	9400201	14/140
1565	0407403	9400208	9400201
1566	0407427	9400208	9400201
1567	0407461	9400430	9400231
1568	0407466	9400430	9400231
1569	0407478	9400430	9400231
1570	0407480	9400430	9400231
1571	0407520	9400430	9400231
1572	0407546	9400225	9400258
1573	0407561	9400201	14/140
1574	0407575	9400201	14/140
1575	0407589	9400201	14/140
1576	0407612	9400208	9400201
1577	0407628	9400208	9400201
1578	0407704	9400208	9400201
1579	0407708	9400208	9400201
1580	0407756	9400201	14/140
1581	0407759	9400201	14/140
1582	0407836	9400201	14/140
1583	0407839	9400201	14/140
1584	0407844	9400201	14/140
1585	0407865	9400208	9400201
1586	0407866	9400208	9400201
1587	0407868	9400208	9400201
1588	0407874	9400208	9400201
1589	0407883	9400208	9400201
1590	0407889	9400208	9400201
1591	0407903	9400258	14/140
1592	0407925	9400225	9400258
1593	0407964	9400201	14/140
1594	0407966	9400201	14/140
1595	0407981	9400201	14/140
1596	0407986	9400201	14/140
1597	0408008	9400201	14/140
1598	0408019	9400208	9400201
1599	0408021	9400208	9400201
1600	0408027	9400208	9400201
1601	0408040	9400258	14/140
1602	0408162	9400258	14/140
1603	0408186	BB35	9400208
1604	0408196	BB35	9400208
1605	0408203	BB35	9400208
1606	0408204	BB35	9400208
1607	0408212	BB35	9400208
1608	0408215	BB35	9400208
1609	0408217	BB35	9400208
1610	0408219	BB35	9400208
1611	0408220	BB35	9400208
1612	0408222	BB35	9400208
1613	0408225	BB35	9400208
1614	0408228	BB35	9400208
1615	0408229	BB35	9400208
1616	0408358	BB35	9400208
1617	0408366	BB35	9400208
1618	0408372	BB35	9400208
1619	0408379	BB35	9400208
1620	0408387	BB35	9400208
1621	0408389	BB35	9400208
1622	0408419	9400208	14/140
1623	0408427	9400208	14/140
1624	0408429	9400208	14/140
1625	0408624	9400208	14/140
1626	0408630	9400208	14/140
1627	0408631	9400208	14/140
1628	0408646	BB35	9400208
1629	0408649	BB35	9400208
1630	0408652	BB35	9400208
1631	0408653	BB35	9400208
1632	0408657	BB35	9400208
1633	0408658	BB35	9400208
1634	0408668	9400201	9400258
1635	0408683	9400201	9400258
1636	0408727	9400201	13/005
1637	0408736	9400201	13/005
1638	0408740	9400201	13/005
1639	0408744	9400201	13/005
1640	0408801	BB35	9400208
1641	0408806	BB35	9400208
1642	0408808	BB35	9400208
1643	0408831	BB35	9400208
1644	0408848	BB35	9400258
1645	0408858	BB35	9400258
1646	0408862	BB35	9400258
1647	0408871	BB35	9400258
1648	0408873	BB35	9400258
1649	0408882	BB35	9400258
1650	0408885	BB35	9400258
1651	0408899	BB35	9400258
1652	0408901	BB35	9400258
1653	0408902	BB35	9400258
1654	0408909	BB35	9400258
1655	0408912	BB35	9400258
1656	0408913	BB35	9400258
1657	0408915	BB35	9400258
1658	0408921	BB35	9400258
1659	0408923	BB35	9400258
1660	0408937	BB35	9400258
1661	0408945	6/8	9400225
1662	0408960	6/8	9400225
1663	0408997	BB35	9400258
1664	0409025	BB35	9400258
1665	0409028	BB35	9400258
1666	0409029	BB35	9400258
1667	0409037	BB35	9400258
1668	0409068	6/8	9400225
1669	0409118	9400201	13/005
1670	0409130	9400201	13/005
1671	0409139	9400201	13/005
1672	0409159	9400201	13/005
1673	0409187	9400201	13/005
1674	0409214	9400201	9400258
1675	0409238	9400208	13/005
1676	0409281	BB35	9400258
1677	0409283	BB35	9400258
1678	0409294	6/8	9400225
1679	0409325	9400225	EJULU
1680	0409336	9400201	13/005
1681	0409344	9400201	13/005
1682	0409351	9400201	13/005
1683	0409357	9400201	13/005
1684	0409381	9400201	13/005
1685	0409387	9400201	13/005
1686	0409397	9400201	13/005
1687	0409424	6/8	9400225
1688	0409439	9400201	13/005
1689	0409441	9400201	13/005
1690	0409449	9400201	13/005
1691	0409450	9400201	13/005
1692	0409471	9400208	13/005
1693	0409476	9400208	13/005
1694	0409534	9400201	9400258
1695	0409540	9400201	9400258
1696	0409562	9400201	9400258
1697	0409563	9400201	9400258
1698	0409584	9400208	EJULU
1699	0409600	9400208	EJULU
1700	0409644	9400201	9400258
1701	0409778	14/140	9400208
1702	0409796	6/8	9400225
1703	0409880	9400201	9400258
1704	0409894	9400201	9400258
1705	0409900	9400201	9400258
1706	0409932	9400208	13/005
1707	0409933	9400208	13/005
1708	0409956	13/005	9400208
1709	0500030	9400258	9400225
1710	0500136	9400258	9400225
1711	0500183	6/8	9400225
1712	0500247	9400340	9400225
1713	0500252	9400258	9400225
1714	0500362	9400258	9501221
1715	0500385	9400258	9501221
1716	0500452	9400258	6/8
1717	0500493	9400340	9400225
1718	0500503	9400258	6/8
1719	0500513	9400258	6/8
1720	0500553	9400340	9400225
1721	0500558	9400340	9400225
1722	0500567	9400258	9501221
1723	0500599	9400258	9501221
1724	0500609	9400258	9501221
1725	0500614	9400258	9501221
1726	0500643	9400340	9400225
1727	0500646	9400340	9400225
1728	0500670	9400340	9400225
1729	0500747	9400340	9400225
1730	0500804	9400258	6/8
1731	0500817	9400258	6/8
1732	0500831	9400258	6/8
1733	0500832	9400258	6/8
1734	0500852	9400258	9400914
1735	0500862	9501702	9400225
1736	0500870	9501702	9400225
1737	0500875	9400258	6/8
1738	0500877	9400258	6/8
1739	0500878	9400258	6/8
1740	0500879	9400258	6/8
1741	0500888	9400258	6/8
1742	0500890	9400258	6/8
1743	0500927	9400258	9400914
1744	0500944	9400258	9400914
1745	0501017	9400340	9400914
1746	0501023	9400340	9400914
1747	0501085	9501702	9400225
1748	0501131	9400303	9400225
1749	0501142	9400303	9400225
1750	0501153	9400348	9400225
1751	0501155	9400348	9400225
1752	0501166	9400348	9400225
1753	0501236	9400258	9400914
1754	0501305	9501221	9400225
1755	0501326	9501221	9400225
1756	0501346	9501702	9400225
1757	0501366	9501702	9400225
1758	0501398	9400258	9501634
1759	0501400	9400258	9501634
1760	0501459	9400258	9501634
1761	0501462	9400340	9501634
1762	0501465	9400340	9501634
1763	0501498	9400340	9501634
1764	0501499	9400340	9501634
1765	0501518	9501221	9400225
1766	0501546	6/8	9400225
1767	0501563	9501702	9400225
1768	0501682	9400258	9501818A
